time,down,up,down_speed,up_speed
17:18:40,0.0,0.05078125,0.0,0.42,
17:18:42,0.25,1.5234375,0.2,1.18,
17:18:43,1.896484375,5.490234375,1.44,3.47,
17:18:44,2.9599609375,6.482421875,0.92,0.86,
17:18:45,3.0087890625,6.5322265625,0.04,0.04,
17:18:46,3.0087890625,6.5322265625,0.0,0.0,
17:18:48,3.0087890625,6.5322265625,0.0,0.0,
17:18:49,3.0576171875,6.57421875,0.04,0.03,
17:18:50,3.0576171875,6.57421875,0.0,0.0,
17:18:51,3.728515625,8.541015625,0.53,1.57,
17:18:52,109.0888671875,22.9892578125,93.07,12.76,
17:18:53,187.515625,31.2333984375,68.92,7.24,
17:18:55,187.564453125,31.275390625,0.04,0.04,
17:18:56,187.564453125,31.275390625,0.0,0.0,
17:18:57,187.658203125,31.369140625,0.08,0.08,
17:18:58,187.70703125,31.4189453125,0.04,0.04,
17:18:59,187.70703125,31.515625,0.0,0.08,
17:19:00,187.70703125,31.515625,0.0,0.0,
17:19:02,190.5341796875,35.5751953125,2.38,3.41,
17:19:03,563.814453125,43.8583984375,325.16,7.22,
17:19:04,1585.61328125,62.86328125,863.01,16.05,
17:19:05,1888.9384765625,69.26953125,263.53,5.57,
17:19:06,2141.4892578125,74.703125,220.18,4.74,
17:19:07,3235.3505859375,107.0771484375,957.85,28.35,
17:19:09,3747.4755859375,120.57421875,448.05,11.81,
17:19:10,3747.4755859375,120.57421875,0.0,0.0,
17:19:11,3747.4755859375,120.57421875,0.0,0.0,
17:19:12,3747.6279296875,120.9111328125,0.13,0.29,
17:19:13,3747.6669921875,120.9111328125,0.03,0.0,
17:19:14,3747.6669921875,120.9111328125,0.0,0.0,
17:19:16,3747.6669921875,120.9111328125,0.0,0.0,
17:19:17,3748.2490234375,121.650390625,0.52,0.66,
17:19:18,3748.3427734375,121.744140625,0.08,0.08,
17:19:19,3944.8564453125,130.2900390625,165.0,7.18,
17:19:20,5421.4306640625,159.826171875,1259.88,25.2,
17:19:21,6179.3642578125,176.8232421875,633.72,14.21,
17:19:23,6179.6064453125,177.2578125,0.21,0.38,
17:19:24,6179.6064453125,177.2578125,0.0,0.0,
17:19:25,6179.6064453125,177.2578125,0.0,0.0,
17:19:26,6179.6064453125,177.4423828125,0.0,0.15,
17:19:27,6179.7392578125,177.5361328125,0.11,0.08,
17:19:29,6179.7392578125,177.5361328125,0.0,0.0,
17:19:30,6180.234375,179.1484375,0.43,1.39,
17:19:31,6180.234375,179.1484375,0.0,0.0,
17:19:32,6180.328125,179.28125,0.08,0.11,
17:19:33,6180.328125,179.28125,0.0,0.0,
17:19:34,6180.328125,179.28125,0.0,0.0,
17:19:36,6180.328125,179.28125,0.0,0.0,
17:19:37,6180.328125,179.28125,0.0,0.0,
17:19:38,6180.44140625,179.43359375,0.1,0.13,
17:19:39,6180.44140625,179.43359375,0.0,0.0,
17:19:40,6181.041015625,183.9326171875,0.5,3.73,
