time,dalick,native,graphics,total
16:42:22,46447,24369,157732,288692,
16:42:24,46451,24369,157732,288680,
16:42:25,46447,24369,157732,288672,
16:42:27,46447,24369,157732,288672,
16:42:28,46255,24369,157732,288472,
16:42:30,46267,24369,157732,288488,
16:42:31,46267,24369,157732,288496,
