time,cpu
20:00:44,37.13%
20:00:46,34.47%
20:00:47,43.27%
20:00:48,37.1%
20:00:49,33.74%
20:00:51,25.24%
20:00:52,24.23%
20:00:53,25.92%
20:00:54,26.29%
20:00:56,20.21%
20:00:57,27.93%
20:00:58,25.81%
20:00:59,20.29%
20:01:01,27.96%
20:01:02,39.47%
20:01:03,38.43%
20:01:05,42.23%
20:01:06,38.05%
20:01:07,23.56%
20:01:08,25.3%
20:01:10,22.94%
20:01:11,24.16%
20:01:12,25.35%
20:01:13,21.88%
20:01:15,27.4%
20:01:16,25.68%
20:01:17,21.78%
20:01:19,40.26%
20:01:20,36.01%
20:01:21,39.75%
20:01:23,38.1%
20:01:25,27.37%
20:01:26,24.63%
20:01:27,26.75%
20:01:28,22.65%
20:01:30,21.3%
20:01:31,25.88%
20:01:32,25.37%
20:01:34,24.3%
20:01:35,29.65%
20:01:36,38.55%
20:01:38,37.66%
20:01:39,41.48%
20:01:40,37.47%
20:01:41,23.37%
20:01:43,26.58%
20:01:44,22.39%
20:01:45,27.06%
20:01:47,26.91%
20:01:48,22.12%
20:01:50,26.23%
20:01:51,25.7%
20:01:52,37.66%
20:01:54,33.01%
20:01:55,46.75%
20:01:56,35.62%
20:01:57,37.9%
20:01:59,23.31%
20:02:00,24.63%
20:02:01,26.82%
20:02:02,22.76%
20:02:04,24.66%
20:02:05,26.78%
20:02:06,22.29%
20:02:08,28.36%
20:02:09,28.37%
20:02:10,48.14%
20:02:11,40.25%
20:02:13,38.96%
20:02:14,40.65%
20:02:15,22.77%
20:02:17,24.05%
20:02:18,24.7%
20:02:20,27.89%
20:02:21,24.51%
20:02:22,25.51%
20:02:23,20.85%
20:02:25,24.59%
20:02:26,46.18%
20:02:27,34.4%
20:02:29,43.57%
20:02:30,37.34%
20:02:31,33.53%
20:02:32,24.64%
20:02:34,21.78%
20:02:35,27.08%
20:02:36,27.72%
20:02:38,20.65%
20:02:39,28.88%
20:02:40,26.43%
20:02:41,21.67%
20:02:43,39.29%
20:02:44,30.01%
20:02:45,42.13%
20:02:47,41.8%
20:02:48,35.82%
20:02:49,28.23%
20:02:50,22.28%
20:02:52,24.68%
20:02:53,25.73%
20:02:54,22.19%
20:02:55,29.31%
20:02:57,21.88%
20:02:58,27.7%
20:02:59,30.1%
20:03:00,37.8%
20:03:02,41.76%
20:03:03,36.73%
20:03:04,35.2%
20:03:06,31.13%
20:03:07,18.54%
20:03:08,30.62%
20:03:09,26.66%
20:03:11,22.69%
20:03:12,28.71%
20:03:13,17.87%
20:03:14,29.28%
20:03:16,27.76%
20:03:17,37.55%
20:03:18,44.82%
20:03:20,36.17%
20:03:21,42.82%
20:03:22,31.09%
20:03:23,21.42%
20:03:25,27.43%
20:03:26,22.47%
20:03:27,27.01%
20:03:28,27.92%
20:03:30,21.44%
20:03:31,28.68%
20:03:32,21.71%
20:03:34,39.14%
20:03:35,40.91%
20:03:36,39.31%
20:03:37,43.03%
20:03:39,35.22%
20:03:40,36.3%
20:03:41,24.48%
20:03:42,22.22%
20:03:44,28.22%
20:03:45,21.61%
20:03:46,26.42%
20:03:47,27.12%
20:03:49,25.1%
20:03:50,29.25%
20:03:51,22.7%
20:03:53,48.85%
20:03:54,34.78%
20:03:55,39.78%
20:03:56,40.61%
20:03:58,19.35%
20:03:59,29.58%
20:04:00,25.68%
20:04:01,22.89%
20:04:03,28.51%
20:04:04,17.57%
20:04:05,28.84%
20:04:06,25.25%
20:04:08,24.54%
20:04:09,42.65%
20:04:10,38.63%
20:04:11,43.61%
20:04:13,38.25%
20:04:14,31.12%
20:04:15,26.36%
20:04:16,20.66%
20:04:18,30.08%
20:04:19,22.58%
20:04:20,28.25%
20:04:21,26.34%
20:04:23,24.95%
20:04:24,30.58%
20:04:25,32.02%
20:04:27,43.57%
20:04:28,42.15%
20:04:29,37.6%
20:04:31,38.64%
20:04:32,17.94%
20:04:33,27.69%
20:04:34,23.57%
20:04:36,22.6%
20:04:37,28.69%
20:04:38,19.01%
20:04:40,27.94%
20:04:41,23.55%
20:04:42,44.53%
20:04:43,40.76%
20:04:45,37.83%
20:04:46,41.61%
20:04:47,33.6%
20:04:48,29.68%
20:04:50,19.38%
20:04:51,31.38%
20:04:52,23.9%
20:04:54,26.34%
20:04:55,30.06%
20:04:56,22.36%
20:04:57,30.97%
20:04:59,27.34%
20:05:00,45.06%
20:05:01,40.57%
20:05:02,42.25%
20:05:04,34.15%
20:05:05,27.09%
20:05:07,27.09%
20:05:08,27.27%
20:05:09,23.29%
20:05:10,29.62%
20:05:12,17.99%
20:05:13,31.51%
20:05:15,29.57%
20:05:16,26.03%
20:05:17,42.19%
20:05:18,34.79%
20:05:20,36.82%
20:05:21,27.29%
20:05:22,31.7%
20:05:23,26.42%
20:05:25,23.35%
20:05:26,22.97%
20:05:28,27.12%
20:05:29,27.31%
20:05:30,26.6%
20:05:31,23.74%
20:05:33,30.06%
20:05:34,44.37%
20:05:35,40.27%
20:05:37,44.33%
20:05:38,39.47%
20:05:39,32.95%
20:05:40,24.42%
20:05:42,30.51%
20:05:43,24.33%
20:05:44,33.81%
20:05:45,25.25%
20:05:47,31.73%
20:05:48,26.02%
20:05:49,33.66%
20:05:51,35.08%
20:05:52,54.05%
20:05:53,35.45%
20:05:54,53.29%
20:05:56,30.16%
20:05:57,34.72%
20:05:58,24.89%
20:05:59,31.98%
20:06:01,25.98%
20:06:02,30.1%
20:06:03,26.83%
20:06:05,30.94%
20:06:06,27.31%
20:06:07,26.86%
20:06:08,47.95%
20:06:10,45.26%
20:06:11,43.08%
20:06:12,44.14%
20:06:13,32.28%
20:06:15,24.59%
20:06:16,30.96%
20:06:17,21.48%
20:06:19,32.18%
20:06:20,25.0%
20:06:21,30.09%
20:06:22,24.73%
20:06:24,32.04%
20:06:25,37.6%
20:06:26,52.85%
20:06:27,33.93%
20:06:29,50.0%
20:06:30,30.89%
20:06:31,37.42%
20:06:32,22.17%
20:06:34,34.63%
20:06:35,24.47%
20:06:36,30.46%
20:06:38,22.85%
20:06:39,31.35%
20:06:40,26.85%
20:06:41,36.82%
20:06:43,46.51%
20:06:44,43.2%
20:06:45,49.24%
20:06:46,40.62%
20:06:48,38.28%
20:06:49,20.55%
20:06:50,37.42%
20:06:51,21.78%
20:06:53,34.56%
20:06:54,24.06%
20:06:55,30.43%
20:06:56,27.91%
20:06:58,32.16%
20:06:59,39.3%
20:07:00,47.14%
20:07:01,42.88%
20:07:03,46.54%
20:07:04,35.02%
20:07:05,29.7%
20:07:07,30.29%
20:07:08,26.25%
20:07:09,31.33%
20:07:10,25.89%
20:07:12,32.37%
20:07:13,23.75%
20:07:14,37.05%
20:07:15,23.65%
20:07:17,58.16%
20:07:18,39.42%
20:07:19,48.64%
20:07:20,40.51%
20:07:22,32.0%
20:07:23,29.56%
20:07:24,26.72%
20:07:26,30.65%
20:07:27,27.19%
20:07:28,28.4%
20:07:29,26.33%
20:07:31,32.33%
20:07:32,24.8%
20:07:33,54.61%
20:07:35,35.91%
20:07:36,51.77%
20:07:37,33.14%
20:07:39,41.39%
20:07:40,25.26%
20:07:41,30.24%
20:07:42,27.08%
20:07:44,30.06%
20:07:45,28.42%
20:07:46,29.98%
20:07:48,29.1%
20:07:49,27.43%
20:07:50,48.86%
20:07:51,38.64%
20:07:53,50.49%
20:07:54,37.91%
20:07:55,47.72%
20:07:56,17.76%
20:07:58,35.25%
20:07:59,20.19%
20:08:00,33.88%
20:08:02,27.36%
20:08:03,30.56%
20:08:04,29.27%
20:08:05,24.84%
20:08:07,32.65%
20:08:08,42.28%
20:08:09,51.34%
20:08:10,34.14%
20:08:12,52.1%
20:08:13,20.41%
20:08:14,44.12%
20:08:16,20.27%
20:08:17,36.73%
20:08:18,23.86%
20:08:20,33.26%
20:08:21,27.97%
20:08:22,28.75%
20:08:23,30.76%
20:08:25,43.54%
20:08:26,51.79%
20:08:27,38.56%
20:08:28,53.79%
20:08:30,25.91%
20:08:31,34.36%
20:08:32,25.26%
20:08:33,31.17%
20:08:35,27.69%
20:08:36,29.18%
20:08:37,31.91%
20:08:38,26.53%
20:08:40,32.3%
20:08:41,32.5%
20:08:42,56.55%
20:08:44,39.29%
20:08:45,50.0%
20:08:46,33.73%
20:08:47,35.16%
20:08:49,27.22%
20:08:50,28.95%
20:08:51,31.65%
20:08:52,25.51%
20:08:54,33.66%
20:08:55,24.46%
20:08:56,38.3%
20:08:58,20.52%
20:08:59,56.41%
20:09:00,44.28%
20:09:01,42.19%
20:09:03,43.5%
20:09:04,31.28%
20:09:05,33.81%
20:09:06,24.08%
20:09:08,37.47%
20:09:09,23.06%
20:09:10,35.23%
20:09:11,26.05%
20:09:13,30.52%
20:09:14,30.89%
20:09:15,38.95%
20:09:17,50.48%
20:09:18,38.53%
20:09:19,52.22%
20:09:20,31.74%
20:09:22,33.75%
20:09:23,27.71%
20:09:24,29.57%
20:09:25,32.85%
20:09:27,24.54%
20:09:28,35.43%
20:09:29,22.22%
20:09:30,38.63%
20:09:32,23.06%
20:09:33,48.45%
20:09:34,50.31%
20:09:36,40.77%
20:09:37,48.8%
20:09:38,21.88%
20:09:39,36.73%
20:09:41,21.29%
20:09:42,34.36%
20:09:43,26.5%
20:09:44,30.62%
20:09:46,31.46%
20:09:47,25.85%
20:09:48,35.35%
20:09:49,35.03%
20:09:51,50.46%
20:09:52,37.01%
20:09:53,51.94%
20:09:55,32.74%
20:09:56,26.19%
20:09:57,32.81%
20:09:59,25.55%
20:10:00,34.26%
20:10:01,23.29%
20:10:02,37.98%
20:10:04,24.16%
20:10:05,34.23%
20:10:06,41.18%
20:10:07,44.64%
20:10:09,48.52%
20:10:10,41.76%
20:10:11,45.65%
20:10:13,17.27%
20:10:14,38.12%
20:10:15,28.5%
20:10:16,31.05%
20:10:18,31.84%
20:10:19,26.35%
20:10:20,35.99%
20:10:21,22.13%
20:10:23,37.03%
20:10:24,40.58%
20:10:25,48.49%
20:10:26,45.79%
20:10:28,42.14%
20:10:29,45.03%
20:10:30,17.43%
20:10:31,37.68%
20:10:33,22.52%
20:10:34,30.02%
20:10:35,32.1%
20:10:36,25.09%
20:10:38,35.1%
20:10:39,22.54%
20:10:40,44.78%
20:10:42,41.07%
20:10:43,46.53%
20:10:44,48.04%
20:10:45,41.4%
20:10:47,38.8%
20:10:48,22.15%
20:10:49,39.05%
20:10:51,25.0%
20:10:52,33.46%
20:10:53,24.5%
20:10:54,28.33%
20:10:56,34.09%
20:10:57,21.5%
20:10:58,55.21%
20:11:00,43.07%
20:11:01,47.45%
20:11:02,49.09%
20:11:03,29.07%
20:11:05,36.88%
20:11:06,23.69%
20:11:07,34.3%
20:11:08,26.19%
20:11:10,30.04%
20:11:11,31.22%
20:11:12,25.55%
20:11:13,37.83%
20:11:15,32.64%
20:11:16,48.21%
20:11:17,45.09%
20:11:18,47.28%
20:11:20,44.58%
20:11:21,21.65%
20:11:22,38.61%
20:11:24,18.06%
20:11:25,34.16%
20:11:26,27.21%
20:11:27,29.05%
20:11:29,32.4%
20:11:30,23.95%
20:11:31,37.62%
20:11:32,40.36%
20:11:34,51.68%
20:11:35,41.75%
20:11:36,45.26%
20:11:38,33.93%
20:11:39,21.32%
20:11:40,38.28%
20:11:41,23.27%
20:11:43,34.86%
20:11:44,26.55%
20:11:45,27.41%
20:11:47,32.81%
20:11:48,22.47%
20:11:49,50.3%
20:11:50,40.16%
20:11:52,47.48%
20:11:53,46.86%
20:11:54,34.21%
20:11:56,38.65%
20:11:57,22.9%
20:11:58,33.52%
20:11:59,28.59%
20:12:01,29.6%
20:12:02,34.43%
20:12:03,20.0%
20:12:05,37.42%
20:12:06,24.39%
20:12:07,53.38%
20:12:08,49.33%
20:12:10,36.71%
20:12:11,55.57%
20:12:12,20.4%
20:12:14,33.4%
20:12:15,26.08%
20:12:16,26.86%
20:12:17,35.71%
20:12:19,21.78%
20:12:20,39.3%
20:12:21,24.89%
20:12:23,29.54%
20:12:24,52.42%
20:12:25,34.0%
20:12:26,54.15%
20:12:28,42.13%
20:12:29,33.79%
20:12:30,35.54%
20:12:31,21.67%
20:12:33,37.72%
20:12:34,29.08%
20:12:35,31.03%
20:12:36,32.27%
20:12:38,23.32%
20:12:39,38.28%
20:12:40,33.93%
20:12:42,46.69%
20:12:43,48.69%
20:12:44,39.53%
20:12:45,52.97%
20:12:47,18.84%
20:12:48,36.08%
20:12:49,26.68%
20:12:51,30.81%
20:12:52,35.49%
20:12:53,25.15%
20:12:54,37.6%
20:12:56,24.28%
20:12:57,32.15%
20:12:58,49.8%
20:13:00,41.92%
20:13:01,53.43%
20:13:02,35.93%
20:13:03,39.23%
20:13:05,30.98%
20:13:06,22.88%
20:13:07,36.71%
20:13:08,20.9%
20:13:10,33.66%
20:13:11,30.69%
20:13:12,24.51%
20:13:14,37.47%
20:13:15,36.19%
20:13:16,49.31%
20:13:17,43.77%
20:13:19,45.64%
20:13:20,46.1%
20:13:21,18.77%
20:13:22,36.75%
20:13:24,29.05%
20:13:25,28.33%
20:13:26,35.55%
20:13:27,18.21%
20:13:29,39.29%
20:13:30,28.84%
20:13:31,29.19%
20:13:33,59.34%
20:13:34,35.83%
20:13:35,51.01%
20:13:36,46.2%
20:13:37,28.6%
20:13:39,37.55%
20:13:40,23.26%
20:13:41,32.57%
20:13:42,33.54%
20:13:44,23.99%
20:13:45,36.98%
20:13:46,28.65%
20:13:48,31.22%
20:13:49,45.39%
20:13:50,34.61%
20:13:51,58.29%
20:13:53,41.52%
20:13:54,44.66%
20:13:55,36.9%
20:13:56,22.17%
20:13:58,36.92%
20:13:59,26.99%
20:14:00,31.32%
20:14:02,33.59%
20:14:03,24.64%
20:14:04,38.24%
20:14:05,24.2%
20:14:07,46.63%
20:14:08,53.86%
20:14:09,38.78%
20:14:10,48.73%
20:14:12,40.0%
20:14:13,21.45%
20:14:14,38.39%
20:14:15,25.35%
20:14:17,33.13%
20:14:18,28.54%
20:14:19,24.7%
20:14:21,38.57%
20:14:22,23.86%
20:14:23,41.96%
20:14:24,51.33%
20:14:26,39.57%
20:14:27,55.72%
20:14:28,36.12%
20:14:29,31.55%
20:14:31,35.9%
20:14:32,19.7%
20:14:33,38.27%
20:14:34,30.84%
20:14:36,28.45%
20:14:37,36.91%
20:14:38,20.32%
20:14:39,33.8%
20:14:41,46.49%
20:14:42,37.97%
20:14:43,54.61%
20:14:45,43.49%
20:14:46,41.58%
20:14:47,33.33%
20:14:48,20.12%
20:14:50,35.93%
20:14:51,27.3%
20:14:52,30.33%
20:14:53,35.8%
20:14:55,21.1%
20:14:56,37.65%
20:14:57,36.86%
20:14:59,41.44%
20:15:00,53.09%
20:15:01,36.75%
20:15:02,46.3%
20:15:04,35.91%
20:15:05,22.36%
20:15:06,38.35%
20:15:07,28.62%
20:15:09,31.94%
20:15:10,33.58%
20:15:11,25.45%
20:15:13,38.73%
20:15:14,28.0%
20:15:15,46.21%
20:15:17,55.15%
20:15:18,37.88%
20:15:19,51.5%
20:15:20,36.34%
20:15:22,22.5%
20:15:23,39.06%
20:15:24,28.48%
20:15:25,32.83%
20:15:27,35.67%
20:15:28,21.21%
20:15:29,37.97%
20:15:31,30.06%
20:15:32,34.07%
20:15:33,54.68%
20:15:34,40.98%
20:15:36,45.97%
20:15:37,48.78%
20:15:38,17.85%
20:15:39,38.61%
20:15:41,30.02%
20:15:42,27.38%
20:15:43,38.8%
20:15:45,25.73%
20:15:46,34.33%
20:15:47,32.66%
20:15:48,24.69%
20:15:50,61.77%
20:15:51,41.26%
20:15:52,45.69%
20:15:53,54.71%
20:15:55,23.76%
20:15:56,34.92%
20:15:57,32.47%
20:15:58,24.02%
20:16:00,37.39%
20:16:01,22.82%
20:16:02,30.75%
20:16:03,36.18%
20:16:05,21.82%
20:16:06,49.27%
20:16:07,47.96%
20:16:08,45.26%
20:16:10,52.62%
20:16:11,31.42%
20:16:12,36.55%
20:16:14,33.78%
20:16:15,21.51%
20:16:16,39.0%
20:16:17,27.47%
20:16:19,29.83%
20:16:20,36.92%
20:16:21,17.9%
20:16:22,36.93%
20:16:24,54.73%
20:16:25,37.55%
20:16:26,53.83%
20:16:27,42.62%
20:16:29,29.67%
20:16:30,38.95%
20:16:31,20.84%
20:16:32,30.59%
20:16:34,36.65%
20:16:35,22.24%
20:16:36,39.54%
20:16:38,31.45%
20:16:39,24.74%
20:16:40,51.31%
20:16:41,41.26%
20:16:43,40.94%
20:16:44,56.36%
20:16:45,31.34%
20:16:46,32.02%
20:16:48,35.85%
20:16:49,27.21%
20:16:50,39.07%
20:16:52,22.24%
20:16:53,29.55%
20:16:54,37.08%
20:16:55,23.59%
20:16:57,39.52%
20:16:58,52.6%
20:16:59,40.31%
20:17:00,53.9%
20:17:02,39.39%
20:17:03,31.66%
20:17:04,36.31%
20:17:06,25.0%
20:17:07,33.68%
20:17:08,34.91%
20:17:09,21.99%
20:17:11,39.75%
20:17:12,31.1%
20:17:13,24.79%
20:17:14,52.81%
20:17:16,45.1%
20:17:17,43.26%
20:17:18,55.27%
20:17:19,33.46%
20:17:21,31.06%
20:17:22,35.63%
20:17:23,18.87%
20:17:24,38.5%
20:17:26,31.43%
20:17:27,27.7%
20:17:28,37.7%
20:17:29,23.96%
20:17:31,40.7%
20:17:32,53.25%
20:17:33,33.72%
20:17:34,52.1%
20:17:36,45.18%
20:17:37,24.4%
20:17:38,38.21%
20:17:40,28.81%
20:17:41,29.8%
20:17:42,38.32%
20:17:43,19.76%
20:17:45,34.72%
20:17:46,34.88%
20:17:47,22.35%
20:17:48,53.9%
20:17:50,52.2%
20:17:51,39.35%
20:17:52,56.31%
20:17:53,33.95%
20:17:55,25.31%
20:17:56,36.73%
20:17:57,27.63%
20:17:59,34.16%
20:18:00,34.39%
20:18:01,18.78%
20:18:02,37.75%
20:18:04,29.12%
20:18:05,31.7%
20:18:06,58.35%
20:18:07,44.44%
20:18:09,42.62%
20:18:10,49.43%
20:18:11,22.3%
20:18:13,33.2%
20:18:14,32.03%
20:18:15,20.53%
20:18:16,38.08%
20:18:18,30.4%
20:18:19,26.69%
20:18:20,37.37%
20:18:22,26.49%
20:18:23,50.09%
20:18:24,55.3%
20:18:25,38.33%
20:18:27,47.68%
20:18:28,43.93%
20:18:29,19.27%
20:18:30,36.49%
20:18:32,35.36%
20:18:33,23.34%
20:18:34,38.54%
20:18:35,32.17%
20:18:37,27.07%
20:18:38,38.2%
20:18:39,38.57%
20:18:40,39.42%
20:18:42,57.41%
20:18:43,40.97%
20:18:44,42.3%
20:18:45,43.29%
20:18:47,22.54%
20:18:48,34.02%
20:18:49,37.65%
20:18:50,22.13%
20:18:52,38.28%
20:18:53,33.74%
20:18:54,24.14%
20:18:55,38.06%
20:18:57,43.55%
20:18:58,36.45%
20:18:59,57.32%
20:19:00,43.66%
20:19:02,38.27%
20:19:03,41.9%
20:19:04,27.2%
20:19:06,34.1%
20:19:07,28.0%
20:19:09,29.29%
20:19:10,38.04%
20:19:11,26.32%
20:19:13,33.85%
20:19:14,49.19%
20:19:15,32.78%
20:19:16,50.98%
20:19:18,52.85%
20:19:19,26.95%
20:19:20,43.19%
20:19:21,33.33%
20:19:23,24.57%
20:19:24,38.78%
20:19:25,27.38%
20:19:26,26.35%
20:19:28,38.05%
20:19:29,28.62%
20:19:30,29.88%
20:19:33,27.56%
20:19:34,95.17%
20:19:36,52.94%
20:19:37,22.22%
20:19:38,32.47%
20:19:39,38.07%
20:19:40,23.63%
20:19:42,33.73%
20:19:43,35.98%
20:19:44,21.06%
20:19:46,40.19%
20:19:47,32.48%
20:19:48,34.93%
20:19:49,54.32%
20:19:51,47.66%
20:19:52,36.66%
20:19:53,48.47%
20:19:54,35.74%
20:19:56,23.15%
20:19:57,37.06%
20:19:58,31.88%
20:20:00,24.15%
20:20:01,38.46%
20:20:02,29.79%
