time,dalick,native,graphics,total
20:00:12,92225,73376,199708,511756,
20:00:13,82057,73148,199812,501618,
20:00:15,82065,72996,199932,502099,
20:00:17,94377,50460,144676,436159,
20:00:19,89725,50416,144608,431225,
20:00:21,89757,50408,144608,431249,
20:00:23,89541,50376,144608,430973,
20:00:25,89557,50368,144608,431005,
20:00:27,89625,50340,144608,430957,
20:00:29,93469,73448,200900,514545,
20:00:31,83441,73556,201224,504769,
20:00:33,83445,73292,201472,504737,
20:00:35,93637,51008,144752,435885,
20:00:36,90393,51012,144864,432720,
20:00:38,90393,50972,144880,432688,
20:00:40,90317,50976,144880,432612,
20:00:42,90325,50972,144880,432612,
20:00:45,90325,50996,144880,432656,
20:00:46,92325,74288,201316,515026,
20:00:48,82261,74260,201268,504870,
20:00:50,98517,51584,143264,440056,
20:00:52,91909,51500,144512,434870,
20:00:54,91921,51488,144516,434894,
20:00:56,91985,51476,144516,434954,
20:00:58,91897,51464,144516,434822,
20:01:00,91921,51460,144516,434846,
20:01:02,95977,75196,203868,522534,
20:01:04,83997,75120,200120,506876,
20:01:06,84025,74896,200240,506820,
20:01:08,99337,52656,144944,444146,
20:01:10,93213,52624,145072,437892,
20:01:12,93249,52588,145092,437920,
20:01:14,93249,52580,145092,437924,
20:01:16,93265,52584,145092,437952,
20:01:18,93273,52580,145092,437936,
20:01:20,95541,75772,232404,550396,
20:01:22,85041,75760,232428,540032,
20:01:25,101233,53136,145836,446806,
20:01:27,96469,53048,146680,442594,
20:01:29,94669,53028,146680,440754,
20:01:31,94745,52980,146680,440793,
20:01:33,94757,52980,146832,440947,
20:01:35,94665,52976,146832,440831,
20:01:36,98257,76708,202348,523705,
20:01:38,87921,76516,202984,513713,
20:01:40,86525,76392,232996,542243,
20:01:42,99581,54012,148484,448405,
20:01:44,96101,54020,148804,445091,
20:01:46,95533,53996,148812,444515,
20:01:48,95545,53996,148812,444503,
20:01:50,95585,54004,148812,444579,
20:01:53,95525,53992,148812,444479,
20:01:55,97801,77368,235024,556493,
20:01:57,87489,77228,234976,545945,
20:01:59,103393,54920,149112,453655,
20:02:01,98637,54848,149100,448639,
20:02:03,98641,54840,149100,448611,
20:02:05,96925,54808,149100,446851,
20:02:07,96961,54788,149100,446875,
20:02:09,96917,54784,149100,446803,
20:02:11,99189,78268,205948,529675,
20:02:13,88889,78232,206120,519395,
20:02:15,104665,55560,149608,456005,
20:02:18,99945,55508,150092,451541,
20:02:20,98193,55488,150092,449749,
20:02:22,98205,55476,150100,449777,
20:02:24,98205,55476,150100,449785,
20:02:26,98213,55472,150100,449797,
20:02:28,100581,78964,235784,561743,
20:02:30,90477,78948,235828,551675,
20:02:32,105737,56292,149464,457755,
20:02:34,101013,56248,150012,453341,
20:02:36,101017,56248,150304,453657,
20:02:38,99437,56236,150304,452041,
20:02:40,99477,56204,150304,452085,
20:02:43,99509,56200,150304,452077,
20:02:45,101901,79844,234668,563327,
20:02:47,91265,79788,234324,552203,
20:02:49,102889,61448,148204,458983,
20:02:51,100729,57268,149400,454123,
20:02:53,100741,57260,149400,454139,
20:02:55,100741,57220,149400,454079,
20:02:57,100697,57220,149400,454047,
20:02:59,100709,57216,149400,454051,
20:03:01,103677,79904,234896,566073,
20:03:03,92721,79812,234928,554877,
20:03:05,98341,57860,144408,447489,
20:03:07,103701,57448,149392,457557,
20:03:09,102077,57412,149408,455901,
20:03:12,102165,57396,149408,456025,
20:03:14,102173,57388,149408,456001,
20:03:16,102109,57380,149408,455933,
20:03:18,105241,80936,236300,569565,
20:03:20,95041,80804,236264,559105,
20:03:22,99357,58316,145220,449723,
20:03:24,104949,58036,150324,460249,
20:03:26,104949,58012,150324,460257,
20:03:28,103381,57996,150324,458621,
20:03:31,103457,57988,150324,458725,
20:03:33,103465,57988,150340,458721,
20:03:35,105569,81364,204804,539047,
20:03:37,95001,81276,234628,558067,
20:03:39,95001,81040,235124,558334,
20:03:41,110717,58796,150740,466946,
20:03:43,105997,58744,151412,462768,
20:03:45,106001,58740,151412,462808,
20:03:48,104465,58684,151412,461176,
20:03:50,104501,58684,151412,461212,
20:03:52,104485,58680,151412,461200,
20:03:54,96041,82340,204804,530720,
20:03:56,96045,82156,205132,530890,
20:03:58,110105,59804,151084,467936,
20:04:00,106981,59800,151512,465036,
20:04:02,106985,59756,151512,464996,
20:04:04,105577,59756,151512,463592,
20:04:06,105617,59752,151512,463644,
20:04:09,105573,59780,151512,463668,
20:04:11,97941,82848,206684,534526,
20:04:13,97945,82648,236832,564474,
20:04:15,112725,60496,152576,472642,
20:04:17,108009,60476,152900,468032,
20:04:19,108009,60472,152900,468020,
20:04:22,106745,60440,152900,466740,
20:04:24,106757,60440,152900,466736,
20:04:26,108801,80000,214500,550298,
20:04:28,100021,84032,238084,568744,
20:04:30,100021,83828,238576,569034,
20:04:32,108089,61052,154104,469720,
20:04:35,108089,61044,154096,469520,
20:04:37,107673,61020,154096,469084,
20:04:39,107685,61012,154096,469072,
20:04:42,107713,61008,154096,469120,
20:04:44,111521,84720,208728,551926,
20:04:46,101509,84632,209732,542832,
20:04:48,105817,62704,149132,464244,
20:04:50,111117,62140,154624,474100,
20:04:52,111117,62124,154624,474072,
20:04:55,109289,62108,154624,472212,
20:04:57,109341,62092,154624,472300,
20:04:59,109353,62088,154624,472272,
20:05:01,111289,85592,240560,584178,
20:05:04,101221,85436,240484,573850,
20:05:06,115373,62944,154872,479538,
20:05:08,110709,62900,154876,474618,
20:05:10,110709,62888,154876,474630,
20:05:12,110473,62896,155168,474678,
20:05:15,110509,62896,155168,474766,
20:05:17,112061,84000,170996,513582,
20:05:19,102213,86292,239856,574868,
20:05:22,102245,86048,240008,574221,
20:05:24,114481,63588,154688,478775,
20:05:26,111281,63056,154508,474823,
20:05:28,111297,63048,154524,474811,
20:05:30,111229,63020,154524,474699,
20:05:33,111253,63016,154524,474719,
20:05:36,113957,86524,208860,556543,
20:05:38,103429,86336,238240,575183,
20:05:41,116057,64056,154736,481035,
20:05:44,112169,64016,154668,476853,
20:05:46,112245,63972,154668,476937,
20:05:49,112149,63988,154960,477101,
20:05:52,113277,82408,201852,543899,
20:05:54,104649,87276,238628,577347,
20:05:57,109125,66092,149572,471013,
20:06:00,114349,64828,154992,480197,
20:06:02,114373,64800,154992,480229,
20:06:05,114337,64780,154992,480153,
20:06:08,114377,64772,155248,480457,
20:06:10,116641,88236,210780,562249,
20:06:13,106381,88168,241032,582101,
20:06:15,118509,65620,156060,486151,
20:06:18,115161,65600,156096,482731,
20:06:21,114709,65580,156096,482239,
20:06:23,114769,65580,156124,482343,
20:06:26,117025,87228,217648,568129,
20:06:29,109001,89144,242244,586475,
20:06:31,116653,68340,151948,483037,
20:06:34,116845,66280,156372,485501,
20:06:36,116897,66204,156372,485529,
20:06:39,116941,66220,156664,485877,
20:06:42,116969,66200,156664,485877,
20:06:45,119209,89740,213796,569071,
20:06:47,109105,89548,243552,588465,
20:06:50,122597,67336,156636,492759,
20:06:53,117757,67316,156636,487867,
20:06:55,117309,67284,156636,487347,
20:06:58,117345,67264,156900,487655,
20:07:01,121581,90876,211088,570155,
20:07:03,111489,90732,212188,561219,
20:07:06,115357,68712,155724,486497,
20:07:08,120825,68084,156728,492153,
20:07:11,119265,68052,156728,490549,
20:07:14,119313,68052,156728,490605,
20:07:17,119289,68040,156728,490701,
20:07:19,112297,91508,242208,592816,
20:07:22,112529,69136,133384,461564,
20:07:25,122069,69204,157592,495174,
20:07:28,120685,69192,157884,494090,
20:07:30,120697,69152,157884,494014,
20:07:33,120685,69144,157884,493998,
20:07:36,122909,92348,213456,575706,
20:07:39,112369,91916,180772,532114,
20:07:41,122137,69772,158160,496348,
20:07:44,121233,69740,158168,495408,
20:07:47,121237,69688,158168,495380,
20:07:50,121233,69668,158168,495324,
20:07:52,124045,93372,214124,578206,
20:07:55,113973,93100,244552,598172,
20:07:58,125593,70368,158484,500910,
20:08:01,122405,70336,158372,497526,
20:08:03,122517,70380,158372,497722,
20:08:06,122417,70348,158504,497732,
20:08:09,126305,93620,244040,611150,
20:08:12,116373,93560,243800,601184,
20:08:14,128969,70864,158720,505230,
20:08:17,124293,70824,158720,500336,
20:08:20,124105,70776,158852,500202,
20:08:23,124157,70776,158852,500290,
20:08:26,127401,94240,205348,573952,
20:08:28,117969,94352,243876,603544,
20:08:31,130357,71832,157856,507072,
20:08:34,125661,71776,158532,502798,
20:08:36,125517,71736,158536,502656,
20:08:39,125585,71756,158696,502874,
20:08:42,126501,92832,205856,572362,
20:08:45,118693,95204,214596,575944,
20:08:48,131681,72488,157936,509206,
20:08:51,126969,72420,159068,505356,
20:08:53,126809,72428,159080,505208,
20:08:56,126821,72388,159080,505188,
20:08:59,126809,72820,159080,505808,
20:09:02,119505,95852,214952,577392,
20:09:05,131049,75164,156140,509032,
20:09:08,129449,73092,160460,509628,
20:09:10,127985,73060,160460,508096,
20:09:13,128045,73076,160752,508480,
20:09:16,128905,84884,160752,521490,
20:09:19,120945,96656,246380,611094,
20:09:22,134101,76512,159756,517144,
20:09:25,130613,74052,160632,512026,
20:09:28,129309,74016,160916,510990,
20:09:31,129321,73988,160916,510966,
20:09:34,131029,95700,177048,550722,
20:09:37,122649,97304,246524,613754,
20:09:39,135309,74844,160312,517730,
20:09:42,130609,74792,160632,513090,
20:09:45,130421,74784,160792,513032,
20:09:48,130537,74772,160792,513232,
20:09:51,133965,98344,248592,628400,
20:09:54,124061,98212,246360,616212,
20:09:57,136389,75652,160744,519936,
20:10:00,131717,75620,160776,515048,
20:10:02,131649,75580,160776,514968,
20:10:05,131657,75572,160776,514980,
20:10:08,135325,98956,215220,596906,
20:10:11,124901,98880,245652,616972,
20:10:14,136581,76416,160916,521258,
20:10:17,132593,76412,160996,517174,
20:10:20,132525,76348,160996,517006,
20:10:23,132589,76340,160996,517098,
20:10:26,136321,99680,245712,629448,
20:10:29,125817,99072,246136,618530,
20:10:32,135069,76620,161444,520430,
20:10:35,133525,76592,161612,518962,
20:10:37,133517,76576,161624,518982,
20:10:41,133525,76564,161624,518934,
20:10:43,136025,99996,245768,629618,
20:10:46,125497,99792,245812,618850,
20:10:49,134581,77520,162456,521476,
20:10:52,134593,77488,162456,521496,
20:10:55,134537,77456,162456,521364,
20:10:59,134569,77440,162456,521408,
20:11:01,126789,100780,248816,623498,
20:11:04,131465,78652,157420,514982,
20:11:07,136509,78224,161744,523954,
20:11:10,136521,78216,161876,524068,
20:11:13,136473,78172,161876,524016,
20:11:16,139721,100792,208560,597076,
20:11:19,128345,101636,246772,624984,
20:11:22,143801,79352,164192,534674,
20:11:25,137845,79360,164456,528756,
20:11:28,137921,79312,164456,528860,
20:11:31,137833,79312,164456,528716,
20:11:34,141281,102448,250088,641418,
20:11:37,129817,102364,250668,630232,
20:11:40,142337,79884,164568,534050,
20:11:43,138457,79856,164456,529938,
20:11:46,138473,79832,164740,530194,
20:11:49,138437,79836,164748,530166,
20:11:52,141145,103508,251160,643304,
20:11:55,130505,100224,173504,551704,
20:11:59,141633,80744,164728,534346,
20:12:02,140077,80684,164860,532800,
20:12:05,140113,80696,165020,533042,
20:12:08,141705,101960,180816,572052,
20:12:11,134001,104076,250352,636346,
20:12:14,146337,81288,164336,539832,
20:12:17,141625,81268,164732,535298,
20:12:20,141509,81232,164740,535122,
20:12:23,141573,81204,164740,535190,
20:12:27,143529,104656,251260,647492,
20:12:30,133481,102096,188408,571972,
20:12:33,142729,82276,165380,537822,
20:12:36,142745,82248,165512,537920,
20:12:39,142705,82232,165528,537892,
20:12:42,146065,105840,256932,656686,
20:12:45,135449,105688,252116,641260,
20:12:48,147633,82844,166320,544848,
20:12:51,143685,82816,166092,540432,
20:12:55,143721,82804,166092,540460,
20:12:58,143733,82792,166092,540464,
20:13:01,146225,105856,222496,622768,
20:13:04,135737,83444,187236,554572,
20:13:07,146861,83532,165112,544128,
20:13:10,145209,83504,165120,542404,
20:13:14,145261,83500,165120,542512,
20:13:17,148693,106840,253232,657712,
20:13:20,138769,106728,250908,645652,
20:13:23,150025,84012,165608,548458,
20:13:26,146541,83992,165796,544928,
20:13:29,146041,83996,165832,544476,
20:13:32,146053,83972,165832,544463,
20:13:36,148037,107452,222248,626605,
20:13:39,139793,85020,158340,531721,
20:13:42,147585,84972,164452,546335,
20:13:45,147637,84940,164452,546351,
20:13:48,147581,84940,164452,546351,
20:13:51,151345,108636,220860,630965,
20:13:55,139729,108236,221160,618947,
20:13:58,152353,85840,165428,552891,
20:14:01,148377,85824,165608,549011,
20:14:04,148437,85800,165608,549039,
20:14:08,148377,85772,165608,549091,
20:14:11,142501,109040,250068,651991,
20:14:14,155305,86672,165484,557017,
20:14:17,150585,86660,165776,552359,
20:14:21,149817,86604,165776,551507,
20:14:24,149857,86600,165776,551575,
20:14:27,142281,109900,250980,653169,
20:14:30,145941,88796,160384,544713,
20:14:34,153085,86944,165096,555063,
20:14:37,151289,86888,165096,553171,
20:14:40,151325,86884,165096,553223,
20:14:43,154133,110584,249840,664897,
20:14:47,143633,110384,250340,654485,
20:14:50,151965,88308,165980,555713,
20:14:53,152053,88320,166288,556177,
20:14:57,151969,88276,166288,556001,
20:15:00,156185,111580,252756,670325,
20:15:03,144249,111432,251612,657257,
20:15:06,157069,88748,167152,562773,
20:15:10,153213,88684,167216,558821,
20:15:13,153253,88680,167232,558905,
20:15:17,153409,96484,167232,567331,
20:15:20,147145,112276,253432,662853,
20:15:23,158141,89296,168884,565595,
20:15:26,154913,89284,169128,562349,
20:15:30,154465,89248,169128,561845,
20:15:33,154513,89240,169128,561957,
20:15:37,146481,112640,225956,634313,
20:15:40,160417,89808,169932,569113,
20:15:43,155937,89800,170196,564665,
20:15:47,155949,89780,170196,564637,
20:15:50,155901,89768,170196,564569,
20:15:53,148373,113000,254720,665659,
20:15:57,162077,90892,169564,571757,
20:16:00,158961,90808,169812,568555,
20:16:03,157429,90784,170104,567311,
20:16:07,157437,90764,170104,567259,
20:16:10,159629,114004,224080,647509,
20:16:13,162809,93364,168780,574291,
20:16:17,160501,91096,169756,570557,
20:16:20,158673,91064,169888,568823,
20:16:23,158713,91056,170020,569013,
20:16:27,160733,114836,256672,681643,
20:16:30,155989,92372,165204,562869,
20:16:33,160001,92364,170340,572301,
20:16:37,160017,92340,170340,572265,
20:16:40,159977,92300,170632,572477,
20:16:44,162349,115844,256568,684734,
20:16:47,157173,93364,166376,566234,
20:16:50,162709,93056,170788,576040,
20:16:54,161209,93008,171080,574836,
20:16:57,161217,93004,171080,574800,
20:17:01,163133,116444,228140,657316,
20:17:04,156829,93952,167340,567420,
20:17:08,162681,93992,171948,577876,
20:17:11,162745,93948,171948,577884,
20:17:15,162673,93936,171948,577808,
20:17:18,155445,117184,258064,680094,
20:17:22,169913,94852,171744,585976,
20:17:25,165197,94780,172304,581560,
20:17:28,163897,94732,172304,580236,
20:17:32,163909,94728,172304,580216,
20:17:35,155641,117968,226928,650446,
20:17:39,171101,95584,172800,588904,
20:17:42,166377,95544,172864,584000,
20:17:46,164965,95488,172996,582654,
20:17:49,164985,95488,173156,582840,
20:17:53,157381,118292,228716,654118,
20:17:56,171849,95548,173120,589984,
20:17:59,167093,95528,173440,585314,
20:18:03,166009,95480,173440,584182,
20:18:07,166001,95524,173440,584314,
20:18:10,159025,118964,259416,687300,
20:18:13,170625,96732,174756,591174,
20:18:17,167321,96724,174936,587826,
20:18:21,166833,96696,174936,587290,
20:18:24,167873,118404,206764,642272,
20:18:28,159053,119940,260148,688540,
20:18:31,172397,97076,174864,593408,
20:18:35,168329,97072,175156,589548,
20:18:38,168337,97020,175156,589536,
20:18:42,172065,120668,262068,704806,
20:18:45,160605,120436,259936,691072,
20:18:49,169985,98220,174244,591974,
20:18:52,169209,98176,174252,591130,
20:18:56,169257,98168,174252,591178,
20:19:00,173213,121524,258120,703360,
20:19:03,162781,121208,258592,692880,
20:19:07,170517,98572,174988,593370,
20:19:10,170565,98564,175280,593698,
20:19:14,170605,98536,175280,593726,
20:19:17,173453,122076,260548,706148,
20:19:21,163617,99784,152260,565374,
20:19:24,173941,99788,174992,598506,
20:19:28,172317,99748,174992,596778,
20:19:32,172353,99708,174992,596778,
20:19:36,165137,122988,263372,701428,
20:19:39,176769,100188,175216,602180,
20:19:43,173665,100160,175200,598796,
20:19:46,173505,100120,175200,598592,
20:19:50,174473,116652,173772,615038,
20:19:54,165797,123728,261424,700956,
20:19:58,174557,101380,175644,601446,
20:20:01,174565,101364,175660,601434,
20:20:05,174517,101336,175660,601390,
20:20:08,178061,124684,231168,684410,
20:20:12,166641,101608,196648,615264,
20:20:16,177605,101260,174952,604398,
20:20:19,176121,101220,174952,602854,
20:20:23,176129,101208,174952,602818,
20:20:27,167417,124636,231452,673774,
20:20:31,183057,102480,176424,612250,
20:20:34,177237,102440,176344,606098,
20:20:38,177153,102408,176344,606014,
20:20:42,178341,124044,193572,646404,
20:20:45,170289,125692,264272,710690,
20:20:49,178789,102520,176400,607958,
20:20:53,178061,102500,176400,607182,
20:20:56,178025,102624,176400,607282,
20:21:00,181109,126476,262820,721110,
20:21:03,170149,124592,185492,630828,
20:21:07,181961,104012,177036,613186,
20:21:11,179961,103976,177300,611402,
20:21:15,180001,103972,177300,611442,
20:21:18,172113,127204,260888,711206,
20:21:22,186233,104348,177112,618278,
20:21:26,181493,104340,177524,613652,
20:21:30,180861,104308,177524,613028,
20:21:33,184413,128060,250936,714650,
20:21:37,174769,127800,262724,716368,
20:21:41,182825,105628,177404,616358,
20:21:44,181813,105608,177564,615488,
20:21:48,181821,105568,177564,615436,
20:21:52,184689,128840,263704,727944,
20:21:56,189841,105864,177044,623496,
20:22:00,183421,105784,177864,617622,
20:22:03,183437,105784,178156,617930,
20:22:07,183409,106568,178156,619192,
20:22:11,175581,129512,264480,720302,
20:22:15,185037,107152,178448,621141,
20:22:19,184297,107100,178448,620337,
20:22:23,184269,107084,178448,620249,
20:22:26,187097,130364,264688,732901,
20:22:30,192133,107672,178124,628643,
20:22:34,187417,107588,178776,624315,
20:22:38,185921,107572,179068,623087,
20:22:42,186873,118620,177640,634009,
20:22:46,178193,130544,264128,724213,
20:22:50,187725,108176,178372,625205,
20:22:54,186705,108128,178372,624105,
20:22:58,186705,108144,178664,624417,
20:23:02,179665,131524,264732,727025,
20:23:05,193817,109092,180224,634468,
20:23:09,188189,109608,179976,629010,
20:23:13,188201,109616,180020,630230,
20:23:17,192273,133220,263600,742008,
20:23:21,180305,132812,201944,667799,
20:23:25,191417,110864,180412,634269,
20:23:29,189865,110836,180412,632740,
