time,dalick,native,graphics,total
17:00:55,24368,15580,80052,200349,
17:00:57,26529,23840,85152,262611,
17:00:58,29397,23840,84412,267141,
17:01:00,25585,24144,83820,260984,
17:01:01,25585,24100,83860,261640,
17:01:03,25585,24060,83860,261572,
17:01:05,23737,24028,83860,259672,
17:01:06,23749,24100,83860,259804,
17:01:08,23761,23992,83860,259504,
17:01:09,23761,23748,83860,259024,
17:01:11,23713,23744,83860,258948,
17:01:13,23737,23748,83860,258984,
17:01:14,23737,23748,83860,258980,
17:01:16,23737,23748,83860,258988,
17:01:18,33891,62506,175204,403016,
17:01:19,34179,65314,177500,408124,
17:01:21,34187,65726,177768,408838,
17:01:23,34183,65314,177892,408518,
17:01:24,30987,65278,177988,405352,
17:01:26,31023,64798,178080,404996,
17:01:27,31047,58542,178144,398782,
17:01:29,53850,29170,127876,342730,
17:01:30,55810,28922,129684,345342,
17:01:32,54198,28922,129684,343658,
17:01:34,52278,28922,129684,341734,
17:01:35,52298,28922,129684,341746,
17:01:37,52298,28922,129684,341750,
17:01:38,39706,29414,97576,300254,
17:01:40,29966,28750,97372,286932,
17:01:42,29978,28650,97376,286888,
17:01:43,29990,28650,97376,286924,
17:01:45,29990,28630,97376,286904,
17:01:46,29962,28626,97376,286852,
17:01:48,29974,28666,97376,286924,
17:01:49,29974,28666,97376,286920,
17:01:51,29974,28670,97376,286920,
17:01:53,29962,28670,97376,286892,
17:01:54,29974,28598,97376,286780,
17:01:56,29974,28574,97376,286732,
17:01:57,29974,28574,97376,286740,
17:01:59,36398,29130,131288,327743,
17:02:01,37890,51290,164876,385395,
17:02:02,37894,54222,195456,418793,
17:02:04,37898,56186,195560,420823,
17:02:06,35294,57982,195664,420087,
17:02:07,35330,58522,195772,420771,
17:02:09,35338,60350,195884,422727,
17:02:10,59764,33362,116420,340702,
17:02:12,54760,33342,116420,335626,
17:02:13,54764,33342,116420,335634,
17:02:15,52844,33342,116420,333694,
17:02:17,52856,33342,116420,333710,
17:02:18,52880,33342,116420,333746,
17:02:20,52880,33338,116420,333726,
17:02:22,38376,33522,98208,303758,
17:02:23,30872,32930,97840,292614,
17:02:25,30872,32894,97892,292630,
17:02:26,30112,32886,97916,291874,
17:02:28,30136,32886,97916,291902,
17:02:30,30136,32802,97916,291666,
17:02:31,30136,32802,97916,291670,
17:02:33,30108,32842,97916,291690,
17:02:34,30120,32842,97916,291694,
17:02:36,30120,32786,97916,291622,
17:02:37,30120,32786,97916,291614,
17:02:39,30124,32730,97916,291494,
17:02:41,30132,32730,97916,291498,
17:02:42,30224,32690,97916,291658,
17:02:44,35256,49762,165072,381404,
17:02:45,38188,51726,165692,387074,
17:02:47,38156,51906,165896,387298,
17:02:48,38160,51970,195596,417062,
17:02:50,36988,52070,195700,416074,
17:02:52,37012,52154,195796,416286,
17:02:53,37056,52206,195900,416502,
17:02:55,45772,31918,85884,295109,
17:02:57,58712,30514,116828,338183,
17:02:58,53460,30514,116828,332915,
17:03:00,53456,30510,116828,332899,
17:03:02,53456,30510,116828,332903,
17:03:03,53376,30510,116828,332819,
17:03:05,38456,30962,111472,315653,
17:03:06,39008,30410,98208,302383,
17:03:08,30096,29926,97432,289625,
17:03:09,30120,29926,97432,289661,
17:03:11,30460,29938,97448,292641,
17:03:12,30316,30130,97460,290089,
17:03:14,30096,30126,97460,289857,
17:03:15,30108,30062,97460,289805,
17:03:17,30120,30090,97460,289869,
17:03:19,30120,30090,97460,289857,
17:03:20,30084,30070,97460,289789,
17:03:22,30096,30070,97460,289801,
17:03:23,30112,30070,97460,289829,
17:03:25,30120,30070,97460,289841,
17:03:27,30796,30250,78596,271947,
17:03:28,34932,48506,163456,379481,
17:03:30,35804,56042,193348,417785,
17:03:31,34880,58050,193452,418941,
17:03:33,34928,59718,193560,420769,
17:03:34,34928,61186,193660,422337,
17:03:36,34940,61930,193768,423162,
17:03:38,35352,32878,113104,313880,
17:03:39,59684,32842,115708,340600,
17:03:41,54724,32678,115708,335404,
17:03:43,54728,32678,115708,335408,
17:03:44,53020,32678,115708,333676,
17:03:46,53044,32678,115708,333712,
17:03:48,53068,32686,115708,333760,
17:03:49,37952,32898,97512,300624,
17:03:51,30464,32338,97368,292390,
17:03:52,30464,32318,97368,292385,
17:03:54,30464,32258,97368,292297,
17:03:55,29976,32258,97368,291785,
17:03:57,30036,32266,97368,291869,
17:03:58,30036,32302,97368,291913,
17:04:00,30036,32262,97368,291865,
17:04:01,29988,32262,97368,291797,
17:04:03,30000,32262,97368,291805,
17:04:05,30000,32262,97368,291809,
17:04:06,30000,32262,97368,291813,
17:04:08,29964,32262,97368,291789,
17:04:09,31380,32094,97500,293387,
17:04:11,31348,32078,97500,293123,
17:04:13,31348,32054,97500,293095,
17:04:14,30076,32054,97500,291807,
17:04:16,30088,32054,97500,291823,
17:04:17,30088,32054,97500,291839,
17:04:19,30088,32046,97500,291823,
17:04:21,30072,32046,97500,291783,
17:04:22,30084,32046,97500,291795,
17:04:24,30084,32046,97500,291799,
17:04:26,30068,32046,97500,291775,
17:04:27,30080,32046,97500,291787,
17:04:29,30120,32046,97500,291847,
17:04:30,30120,32046,97500,291851,
17:04:32,30036,32046,97500,291747,
17:04:34,30048,32050,97500,291767,
17:04:35,30060,32050,97500,291787,
17:04:37,30060,32050,97500,291783,
17:04:38,30036,31978,97500,291555,
