time,down,up,down_speed,up_speed
16:25:23,0.0,0.0,0.0,0.0,
16:25:24,0.0,0.0,0.0,0.0,
16:25:26,0.0,0.0,0.0,0.0,
16:25:27,0.0390625,0.1669921875,0.03,0.14,
16:25:28,0.0390625,0.1669921875,0.0,0.0,
16:25:29,0.0390625,0.1669921875,0.0,0.0,
16:25:31,0.0390625,0.1669921875,0.0,0.0,
16:25:32,0.35546875,0.744140625,0.26,0.48,
16:25:33,0.35546875,0.744140625,0.0,0.0,
16:25:34,0.35546875,0.744140625,0.0,0.0,
16:25:35,0.35546875,0.744140625,0.0,0.0,
16:25:37,0.39453125,0.9111328125,0.03,0.13,
16:25:38,0.39453125,0.9111328125,0.0,0.0,
16:25:39,2.1875,1.6103515625,1.45,0.57,
16:25:40,2.23828125,1.6103515625,0.04,0.0,
16:25:42,2.40625,1.9765625,0.14,0.3,
16:25:43,2.40625,1.9765625,0.0,0.0,
16:25:44,2.40625,1.9765625,0.0,0.0,
16:25:45,2.40625,1.9765625,0.0,0.0,
16:25:47,2.4453125,2.1435546875,0.03,0.14,
16:25:48,2.4453125,2.1435546875,0.0,0.0,
16:25:49,2.4453125,2.1435546875,0.0,0.0,
16:25:50,2.4453125,2.1435546875,0.0,0.0,
