time,dalick,native,graphics,total
17:44:12,29326,19995,81316,209399,
17:44:14,29322,19995,81316,209359,
17:44:15,29322,19995,81316,209359,
17:44:17,29326,19995,81316,209371,
17:44:18,29022,19995,81316,209051,
17:44:20,29034,19995,81316,209067,
17:44:21,29046,19995,81316,209083,
