time,dalick,native,graphics,total
17:09:40,22704,16817,79232,202869,
17:09:41,24364,22481,83488,259482,
17:09:43,27666,23445,83272,266710,
17:09:44,22522,23321,83272,258634,
17:09:46,22522,23333,83272,259314,
17:09:47,22522,23305,83272,259262,
17:09:49,21722,23305,83272,258442,
17:09:51,28749,25719,81976,275037,
17:09:53,54173,27563,96832,318764,
17:09:55,50129,27559,96832,314680,
17:09:56,50209,27559,96832,314800,
17:09:58,50221,27179,96832,312360,
17:10:00,50221,27179,96832,312360,
17:10:02,52713,43247,165480,401682,
17:10:04,49217,51967,196028,437438,
17:10:05,47953,51531,196196,435858,
17:10:07,47969,51543,196300,435970,
17:10:08,47965,51699,196400,436230,
17:10:10,47965,51539,196500,436138,
17:10:12,47689,37351,196592,421742,
17:10:13,47737,51327,196660,435834,
17:10:15,47737,51551,196756,436166,
17:10:16,47753,51787,196808,436470,
17:10:18,47689,51879,196820,436494,
17:10:20,47699,51943,196824,436576,
17:10:21,47759,51891,196836,436600,
17:10:23,47759,51387,196840,436100,
17:10:24,47675,51623,196848,436244,
