time,dalick,native,graphics,total
15:44:41,29267,46497,null,186840,
15:44:43,29279,46497,null,186860,
15:44:45,29291,46497,null,186868,
15:44:47,29291,46497,null,186872,
15:44:49,29495,46497,null,187844,
15:44:51,29519,46497,null,187852,
15:44:54,29523,46497,null,187864,
15:44:56,29519,46497,null,187856,
15:44:58,29519,46497,null,187860,
15:45:00,29255,46497,null,187548,
15:45:02,29291,46497,null,187600,
15:45:04,29403,46497,null,194378,
15:45:07,29423,46497,null,187022,
15:45:09,29423,46497,null,187026,
15:45:11,29255,46497,null,186810,
15:45:13,29279,46497,null,186854,
15:45:15,29291,46497,null,186870,
15:45:17,29291,46497,null,186874,
15:45:20,29391,46497,null,187734,
15:45:22,29259,46497,null,187554,
15:45:24,29403,46497,null,187738,
15:45:26,29399,46497,null,187730,
15:45:28,29399,46497,null,187734,
15:45:30,29399,46497,null,187730,
15:45:33,29291,46497,null,187594,
15:45:35,29391,46497,null,186974,
15:45:37,29391,46497,null,186974,
15:45:39,29391,46497,null,186970,
15:45:41,29411,46497,null,187038,
15:45:43,29271,46497,null,186826,
15:45:46,29283,46497,null,186850,
15:45:48,29335,46497,null,186918,
15:45:50,29427,46497,null,187905,
15:45:52,29427,46497,null,187905,
15:45:54,29287,46497,null,187741,
15:45:57,29295,46497,null,187753,
15:45:59,29307,46497,null,187769,
15:46:01,29307,46497,null,187769,
15:46:03,30095,46497,null,188985,
15:46:06,31495,46497,null,192031,
15:46:08,32107,46497,null,192687,
15:46:10,32107,46497,null,192687,
15:46:12,32107,46497,null,192703,
15:46:14,32107,46497,null,195003,
15:46:17,30139,46497,null,186515,
15:46:19,30179,46497,null,187463,
15:46:21,30295,46497,null,187539,
15:46:23,30295,46497,null,187539,
15:46:25,30295,46497,null,187111,
15:46:28,30043,46497,null,186831,
15:46:30,30063,46497,null,186859,
15:46:32,30063,46497,null,186859,
15:46:34,30603,46497,null,194011,
15:46:36,30435,46497,null,186423,
15:46:39,29987,46497,null,185911,
15:46:41,29999,46497,null,185935,
15:46:43,30011,46497,null,185935,
15:46:45,30023,46497,null,185943,
15:46:47,30023,46497,null,185947,
15:46:50,30159,46497,null,186871,
15:46:52,30175,46497,null,186859,
15:46:54,30179,46497,null,186871,
15:46:56,30175,46497,null,186863,
15:46:58,30175,46497,null,186867,
15:47:01,29995,46497,null,186639,
15:47:03,30031,46497,null,186695,
15:47:05,30159,46497,null,193487,
15:47:07,30179,46497,null,186031,
15:47:09,30179,46497,null,186027,
15:47:12,29779,46497,null,185595,
15:47:14,29803,46497,null,185623,
15:47:16,29803,46497,null,185623,
15:47:18,29835,46497,null,185679,
15:47:20,29915,46497,null,186615,
15:47:23,29791,46497,null,186439,
15:47:25,29847,46497,null,186515,
15:47:27,29843,46497,null,186507,
15:47:29,29843,46497,null,186507,
15:47:31,29843,46497,null,186507,
15:47:33,29791,46497,null,186435,
15:47:36,30083,46497,null,193647,
15:47:38,30247,46497,null,193951,
15:47:40,30247,46497,null,193947,
15:47:42,30247,46497,null,193951,
15:47:44,30043,46497,null,193675,
15:47:47,30055,46497,null,193695,
15:47:49,30095,46497,null,193755,
15:47:51,30227,46497,null,187303,
15:47:53,30227,46497,null,187303,
15:47:55,30067,46497,null,187115,
15:47:58,30075,46497,null,187131,
15:48:00,30087,46497,null,187143,
15:48:02,30095,46497,null,187167,
15:48:04,30103,46497,null,187171,
15:48:06,30043,46497,null,186347,
15:48:08,30055,46497,null,186371,
15:48:11,30055,46497,null,186367,
15:48:13,30067,46497,null,186383,
15:48:15,30079,46497,null,186391,
15:48:17,30031,46497,null,186327,
15:48:19,30079,46497,null,186391,
15:48:22,30135,46497,null,187211,
15:48:24,30163,46497,null,187251,
15:48:26,30163,46497,null,187251,
15:48:28,30079,46497,null,187127,
15:48:30,30091,46497,null,187147,
15:48:33,30091,46497,null,187151,
15:48:35,30163,46497,null,193883,
15:48:37,30183,46497,null,186523,
15:48:39,30011,46497,null,186311,
15:48:41,30023,46497,null,186331,
15:48:44,30035,46497,null,186355,
15:48:46,30047,46497,null,186363,
15:48:48,30047,46497,null,186371,
15:48:50,30187,46497,null,187287,
15:48:52,30227,46497,null,187311,
15:48:54,30227,46497,null,187307,
15:48:57,30227,46497,null,187311,
15:48:59,30227,46497,null,187315,
15:49:01,30011,46497,null,187055,
15:49:03,30047,46497,null,187107,
15:49:05,30179,46497,null,193907,
15:49:08,30187,46497,null,186539,
15:49:10,30187,46497,null,186535,
15:49:12,30003,46497,null,186307,
15:49:14,30039,46497,null,186359,
15:49:16,30039,46497,null,186359,
15:49:18,30039,46497,null,186370,
15:49:21,30147,46497,null,187338,
15:49:23,30031,46497,null,187178,
15:49:25,30047,46497,null,187210,
15:49:27,30055,46497,null,187218,
15:49:29,30055,46497,null,187214,
15:49:32,30055,46497,null,187214,
15:49:34,30035,46497,null,187194,
15:49:36,30159,46497,null,193898,
15:49:38,30179,46497,null,186542,
15:49:40,30179,46497,null,186538,
15:49:43,30179,46497,null,186542,
15:49:45,29995,46497,null,186306,
15:49:47,30007,46497,null,186330,
15:49:49,30043,46497,null,186374,
15:49:51,30223,46497,null,187430,
15:49:54,30239,46497,null,187422,
15:49:56,30027,46497,null,187178,
15:49:58,30035,46497,null,187194,
15:50:00,30035,46497,null,187198,
15:50:02,30035,46497,null,187202,
15:50:05,30047,46497,null,187214,
15:50:07,30167,46497,null,193890,
15:50:09,30195,46497,null,186574,
15:50:11,30203,46497,null,186570,
15:50:13,30203,46497,null,186574,
15:50:16,30203,46497,null,186570,
15:50:18,30019,46497,null,186338,
15:50:20,30031,46497,null,186366,
15:50:22,30087,46497,null,187270,
15:50:24,30087,46497,null,187266,
15:50:27,30091,46497,null,187278,
15:50:29,29995,46497,null,187138,
15:50:31,30007,46497,null,187162,
15:50:33,30055,46497,null,187234,
15:50:35,30075,46497,null,187250,
15:50:38,30119,46497,null,186513,
15:50:40,29999,46497,null,186345,
15:50:42,30011,46497,null,186369,
15:50:44,30047,46497,null,186409,
15:50:46,30047,46497,null,186409,
15:50:49,30047,46497,null,186417,
15:50:51,30003,46497,null,187229,
15:50:53,30183,46497,null,187397,
15:50:55,30183,46497,null,187393,
15:50:57,30183,46497,null,187401,
15:51:00,30183,46497,null,187465,
15:51:02,30003,46497,null,187177,
15:51:04,30051,46497,null,187241,
15:51:06,30175,46497,null,193941,
15:51:08,30171,46497,null,186561,
15:51:11,30171,46497,null,186557,
15:51:13,30023,46497,null,186381,
15:51:15,30035,46497,null,186397,
15:51:17,30035,46497,null,186397,
15:51:19,30163,46497,null,186553,
15:51:22,30163,46497,null,186557,
15:51:24,30831,46497,null,195176,
15:51:26,30443,46497,null,194704,
15:51:28,30443,46497,null,194708,
15:51:31,30443,46497,null,194704,
15:51:33,30443,46497,null,188088,
15:51:35,30035,46497,null,187608,
15:51:37,30047,46497,null,187620,
15:51:39,30095,46497,null,187680,
15:51:42,30095,46497,null,187680,
15:51:44,30099,46497,null,187692,
15:51:46,30035,46497,null,187600,
15:51:48,30167,46497,null,186944,
15:51:50,30167,46497,null,186944,
15:51:53,30167,46497,null,186948,
15:51:55,30167,46497,null,186944,
15:51:57,30023,46497,null,186752,
15:51:59,30059,46497,null,186808,
15:52:01,30063,46497,null,187716,
15:52:04,30227,46497,null,187824,
15:52:06,30227,46497,null,187824,
15:52:08,30087,46497,null,187636,
15:52:10,30099,46497,null,187660,
15:52:12,30099,46497,null,187664,
15:52:15,30099,46497,null,187664,
15:52:17,30203,46497,null,194328,
15:52:19,30047,46497,null,186764,
15:52:21,30059,46497,null,186784,
15:52:23,30059,46497,null,186788,
15:52:25,30071,46497,null,186796,
15:52:28,30071,46497,null,186800,
15:52:30,30023,46497,null,186736,
15:52:32,30147,46497,null,187736,
15:52:34,30155,46497,null,187724,
15:52:36,30155,46497,null,187728,
15:52:38,30155,46497,null,187732,
15:52:41,30027,46497,null,187560,
15:52:43,30075,46497,null,187624,
15:52:45,30075,46497,null,187628,
15:52:47,30155,46497,null,194284,
15:52:49,30163,46497,null,186916,
15:52:52,30023,46497,null,186732,
15:52:54,30047,46497,null,186776,
15:52:56,30059,46497,null,186788,
15:52:58,30059,46497,null,186792,
15:53:00,30059,46497,null,186788,
15:53:02,30211,46497,null,187816,
15:53:05,30227,46497,null,187812,
15:53:07,30231,46497,null,187824,
15:53:09,30227,46497,null,187816,
15:53:11,30227,46497,null,187816,
15:53:13,30051,46497,null,187604,
15:53:16,30063,46497,null,187624,
15:53:18,30203,46497,null,194344,
15:53:20,30223,46497,null,186988,
15:53:22,30223,46497,null,186988,
15:53:24,30023,46497,null,186748,
15:53:27,30035,46497,null,186768,
15:53:29,30063,46497,null,186804,
15:53:31,30075,46497,null,186816,
15:53:33,30199,46497,null,187716,
15:53:35,30031,46497,null,187496,
15:53:37,30071,46497,null,187556,
15:53:40,30091,46497,null,187576,
15:53:42,30091,46497,null,187576,
15:53:44,30091,46497,null,187580,
15:53:46,30031,46497,null,187488,
15:53:48,30207,46497,null,194352,
15:53:51,30215,46497,null,186984,
15:53:53,30215,46497,null,186988,
15:53:55,30215,46497,null,186984,
15:53:57,30027,46497,null,186752,
15:53:59,30063,46497,null,186808,
15:54:02,30063,46497,null,186808,
15:54:04,30155,46497,null,187672,
15:54:06,30155,46497,null,187668,
15:54:08,30079,46497,null,187564,
15:54:10,30087,46497,null,187580,
15:54:12,30087,46497,null,187580,
15:54:15,30087,46497,null,187580,
15:54:17,30087,46497,null,187580,
15:54:19,30075,46497,null,186820,
15:54:21,31951,46493,null,196896,
15:54:24,31615,46493,null,189104,
15:54:26,31595,46493,null,189052,
15:54:28,31595,46493,null,189056,
15:54:30,30535,46493,null,187872,
15:54:33,30547,90781,null,233076,
15:54:35,30663,46493,null,188860,
15:54:37,30663,46493,null,188856,
15:54:39,30663,46493,null,188860,
15:54:41,30547,46493,null,188720,
15:54:43,30555,46493,null,188740,
15:54:46,30555,46493,null,188740,
15:54:48,30707,46493,null,195468,
15:54:50,30751,46493,null,188136,
15:54:52,30463,46493,null,187800,
15:54:54,30487,46493,null,187844,
15:54:57,30487,46493,null,187844,
15:54:59,30499,46493,null,187864,
15:55:01,30511,46493,null,187872,
15:55:03,30647,46493,null,188788,
15:55:05,30687,46493,null,188808,
15:55:08,30687,46493,null,188808,
15:55:10,30687,46493,null,188812,
15:55:12,30687,46493,null,188812,
15:55:14,30479,46493,null,188572,
15:55:16,30491,46493,null,188588,
15:55:19,30667,46493,null,195432,
15:55:21,30687,46493,null,188076,
15:55:23,30687,46493,null,188052,
15:55:25,30431,46493,null,187748,
15:55:27,30443,46493,null,187768,
15:55:29,30507,46493,null,187848,
15:55:32,30507,46493,null,187848,
15:55:34,30567,46493,null,188684,
15:55:36,30435,46493,null,188500,
15:55:38,30487,46493,null,188572,
15:55:40,30495,46493,null,188576,
15:55:43,30495,46493,null,188580,
15:55:45,30495,46493,null,188580,
15:55:47,30435,46493,null,188500,
15:55:49,30599,46493,null,195256,
15:55:51,30607,46493,null,187888,
15:55:54,30607,46493,null,187892,
15:55:56,30607,46493,null,187888,
15:55:58,30431,46493,null,187672,
15:56:00,30479,46493,null,187732,
15:56:02,30479,46493,null,187736,
15:56:05,30591,46493,null,188616,
15:56:07,30591,46493,null,188612,
15:56:09,30507,46493,null,188504,
15:56:11,30515,46493,null,188516,
15:56:13,30515,46493,null,188524,
15:56:16,30515,46493,null,188516,
15:56:18,30515,46493,null,188524,
15:56:20,30443,46493,null,187692,
15:56:22,30479,46493,null,187776,
15:56:24,30483,46493,null,187752,
15:56:27,30483,46493,null,187756,
15:56:29,30487,46493,null,187764,
15:56:31,30427,46493,null,187676,
15:56:33,30451,46493,null,187724,
15:56:35,30555,46493,null,188676,
15:56:38,30555,46493,null,188672,
15:56:40,30555,46493,null,188676,
15:56:42,30427,46493,null,188504,
15:56:44,30451,46493,null,188544,
15:56:46,30463,46493,null,188552,
15:56:49,30567,46493,null,195236,
15:56:51,30623,46493,null,187912,
15:56:53,30427,46493,null,187680,
15:56:55,30463,46493,null,187732,
15:56:57,30463,46493,null,187732,
15:57:00,30463,46493,null,187732,
15:57:02,30463,46493,null,187732,
15:57:04,30615,46493,null,188668,
15:57:06,30643,46493,null,188672,
15:57:08,30643,46493,null,188676,
15:57:11,30643,46493,null,188676,
15:57:13,30643,46493,null,188676,
15:57:15,30423,46493,null,188416,
15:57:17,30435,46493,null,188436,
15:57:19,30563,46493,null,195236,
15:57:22,30571,46493,null,187876,
15:57:24,30675,46493,null,187996,
15:57:26,30419,46493,null,187664,
15:57:28,30431,46493,null,187692,
15:57:30,30467,46493,null,187732,
15:57:32,30467,46493,null,187736,
15:57:35,30555,46493,null,188600,
15:57:37,30423,46493,null,188412,
15:57:39,30487,46493,null,188496,
15:57:41,30495,46493,null,188504,
15:57:43,30495,46493,null,188512,
15:57:46,30523,46493,null,188544,
15:57:48,30423,46493,null,188416,
15:57:50,30587,46493,null,195260,
15:57:52,30607,46493,null,187900,
15:57:54,30607,46493,null,187904,
15:57:56,30607,46493,null,187900,
15:57:59,30467,46493,null,187732,
15:58:01,30479,46493,null,187752,
15:58:03,30479,46493,null,187756,
15:58:05,30619,46493,null,188680,
15:58:07,30635,46493,null,188668,
15:58:09,30451,46493,null,188460,
15:58:12,30459,46493,null,188472,
15:58:14,30459,46493,null,188480,
15:58:16,30459,46493,null,188476,
15:58:18,30459,46493,null,188480,
15:58:21,30599,91963,null,240806,
15:58:23,31031,46493,null,196318,
15:58:25,31027,46493,null,196174,
15:58:27,31027,46493,null,196174,
15:58:30,31028,46493,null,195010,
15:58:32,30476,46493,null,197282,
15:58:34,30400,46493,null,197050,
15:58:36,30400,46493,null,190418,
15:58:38,30400,46493,null,190418,
15:58:40,30400,46493,null,190414,
15:58:43,29328,46493,null,189242,
15:58:45,29340,46493,null,189278,
15:58:47,29340,46493,null,189278,
15:58:49,29364,46493,null,189306,
15:58:51,29504,46493,null,188518,
15:58:54,29360,46493,null,188338,
15:58:56,29372,46493,null,188358,
15:58:58,29372,46493,null,188362,
15:59:00,29372,46493,null,188358,
15:59:02,29372,46493,null,188358,
15:59:05,29468,46493,null,189286,
15:59:07,29540,46493,null,189342,
15:59:09,29540,46493,null,189342,
15:59:11,29540,46493,null,189342,
15:59:13,29540,46493,null,189346,
15:59:15,29332,46493,null,189094,
15:59:18,29344,46493,null,189114,
15:59:20,29500,46493,null,195746,
15:59:22,29508,46493,null,188290,
15:59:24,29508,46493,null,188290,
15:59:26,29316,46493,null,188050,
15:59:29,29352,46493,null,188106,
15:59:31,29364,46493,null,188114,
15:59:33,29364,46493,null,188118,
15:59:35,29424,46493,null,189041,
15:59:37,29316,46493,null,188877,
15:59:40,29352,46493,null,188933,
15:59:42,29364,46493,null,188949,
15:59:44,29376,46493,null,188965,
15:59:46,29388,46493,null,188973,
15:59:48,29328,46493,null,188897,
15:59:51,29488,46493,null,195645,
15:59:53,29496,46493,null,188273,
15:59:55,29496,46493,null,188273,
15:59:57,29496,46493,null,188277,
15:59:59,29352,46493,null,188097,
16:00:01,29364,46493,null,188117,
16:00:04,29364,46493,null,188125,
16:00:06,29476,46493,null,189017,
16:00:08,29488,46493,null,189005,
16:00:10,29344,46493,null,188837,
16:00:12,29352,46493,null,188849,
16:00:15,29352,46493,null,188853,
16:00:17,29352,46493,null,188853,
16:00:19,29352,46493,null,188857,
16:00:21,29472,46493,null,195625,
16:00:23,29520,46489,null,188321,
16:00:25,29520,46489,null,188309,
16:00:28,29520,46489,null,188309,
16:00:30,29532,46489,null,188357,
16:00:32,29348,46489,null,188105,
16:00:34,29796,46489,null,188613,
16:00:37,29624,46489,null,189263,
16:00:39,29620,46489,null,189251,
16:00:41,29624,46489,null,189259,
16:00:43,29320,46489,null,188927,
16:00:45,29356,46489,null,188975,
16:00:47,29356,46489,null,188975,
16:00:50,29356,46489,null,188979,
16:00:52,29408,46489,null,195585,
16:00:54,29356,46489,null,195497,
16:00:56,29368,46489,null,195517,
16:00:58,29380,46489,null,195537,
16:01:01,29392,46489,null,195545,
16:01:03,29392,46489,null,195545,
16:01:05,29316,46489,null,195453,
16:01:07,29424,46489,null,188977,
16:01:09,29424,46489,null,188977,
16:01:12,29428,46489,null,188989,
16:01:14,29424,46489,null,188985,
16:01:16,29316,46489,null,188833,
16:01:18,29328,46489,null,188853,
16:01:20,29364,46489,null,191845,
16:01:23,29480,46489,null,188301,
16:01:25,29480,46489,null,188297,
16:01:27,29316,46489,null,188089,
16:01:29,29340,46489,null,188133,
16:01:31,29352,46489,null,188141,
16:01:33,29360,46489,null,188165,
16:01:36,29408,46489,null,189101,
16:01:38,29316,46489,null,188921,
16:01:40,29352,46489,null,188969,
16:01:42,29352,46489,null,188949,
16:01:44,29364,46489,null,188965,
16:01:47,29376,46489,null,188977,
16:01:49,29352,46489,null,188945,
16:01:51,29488,46489,null,195661,
16:01:53,29496,46489,null,188289,
16:01:55,29820,46489,null,196517,
16:01:58,29820,46489,null,196517,
16:02:00,29632,46489,null,196269,
16:02:02,29644,46489,null,196289,
16:02:04,29656,46489,null,196309,
16:02:06,29820,46489,null,189981,
16:02:09,29832,46489,null,189973,
16:02:11,29644,46489,null,189757,
16:02:13,29676,46489,null,189793,
16:02:15,29688,46489,null,189809,
16:02:17,29688,46489,null,189809,
16:02:20,29688,46489,null,189813,
16:02:22,29788,46489,null,196413,
16:02:24,29808,46489,null,189077,
16:02:26,29808,46489,null,189069,
16:02:28,29808,46489,null,189073,
16:02:31,29808,46489,null,189073,
16:02:33,29636,46489,null,188845,
16:02:35,29672,46489,null,188901,
16:02:37,29760,46489,null,189837,
16:02:39,29768,46489,null,189825,
16:02:41,29772,46489,null,189833,
16:02:44,29660,46489,null,189685,
16:02:46,29672,46489,null,189709,
16:02:48,29672,46489,null,189709,
16:02:50,29672,46489,null,189713,
16:02:52,29848,46489,null,196413,
16:02:54,29660,46489,null,188809,
16:02:57,29672,46489,null,188829,
16:02:59,29672,46489,null,188837,
16:03:01,29684,46489,null,188849,
16:03:03,29684,46489,null,188849,
16:03:05,29636,46489,null,188781,
16:03:08,29788,46489,null,189743,
16:03:10,29804,46489,null,189739,
16:03:12,29808,46489,null,189747,
16:03:14,29804,46489,null,189743,
16:03:16,29636,46489,null,189527,
16:03:18,29648,46489,null,189555,
16:03:21,29672,46489,null,189587,
16:03:23,29816,46489,null,189047,
16:03:25,29876,46489,null,189091,
16:03:27,29632,46489,null,188791,
16:03:29,29656,46489,null,188835,
16:03:31,30012,46489,null,189235,
16:03:34,29844,46489,null,189051,
16:03:36,29856,46489,null,189051,
16:03:38,29624,46489,null,189623,
16:03:40,29648,46489,null,189655,
16:03:42,29652,46489,null,189667,
16:03:45,29660,46489,null,189675,
16:03:47,29672,46489,null,189683,
16:03:49,29660,46489,null,189655,
16:03:51,29672,46489,null,189683,
16:03:53,29792,46489,null,188999,
16:03:55,29792,46489,null,188995,
16:03:58,29792,46489,null,189003,
16:04:00,29636,46489,null,188799,
16:04:02,29648,46489,null,188819,
16:04:04,29660,46489,null,188843,
16:04:06,29672,46489,null,188851,
16:04:09,29776,46489,null,189807,
16:04:11,29624,46489,null,189619,
16:04:13,29660,46489,null,189667,
16:04:15,29660,46489,null,189671,
16:04:17,29660,46489,null,189671,
16:04:20,29660,46489,null,189675,
16:04:22,29628,46489,null,196199,
16:04:24,29780,46489,null,188983,
16:04:26,29780,46489,null,188979,
16:04:28,29780,46489,null,188983,
16:04:31,29780,46489,null,188979,
16:04:33,29652,46489,null,188831,
16:04:35,29672,46489,null,188855,
16:04:37,29720,46489,null,189679,
16:04:40,29728,46489,null,189671,
16:04:42,29728,46489,null,189667,
16:04:44,29656,46489,null,189559,
16:04:46,29668,46489,null,189579,
16:04:48,29668,46489,null,189579,
16:04:50,29668,46489,null,189583,
16:04:53,29792,46489,null,196371,
16:04:55,29832,91955,null,242113,
16:04:57,30208,46489,null,197159,
16:04:59,30208,46489,null,197167,
16:05:01,30208,46489,null,197163,
16:05:04,30208,46489,null,197167,
16:05:06,29896,46489,null,196799,
16:05:08,30080,46489,null,190511,
16:05:10,30096,46489,null,190503,
16:05:12,30096,46489,null,190507,
16:05:15,30096,46489,null,190507,
16:05:17,29896,46489,null,190263,
16:05:19,29932,46489,null,190315,
16:05:21,29932,46489,null,190319,
16:05:23,30056,46489,null,196955,
16:05:26,30088,46489,null,189607,
16:05:28,29896,46489,null,189371,
16:05:30,29932,46489,null,189431,
16:05:32,29944,46489,null,189439,
16:05:34,30000,46489,null,189515,
16:05:37,30000,46489,null,189507,
16:05:39,30036,46489,null,190287,
16:05:41,30072,46489,null,190315,
16:05:43,30076,46489,null,190327,
16:05:45,30072,46489,null,190319,
16:05:47,30072,46489,null,190327,
16:05:50,29920,46489,null,190135,
16:05:52,29932,46489,null,190155,
16:05:54,30040,46489,null,189467,
16:05:56,30040,46489,null,189463,
16:05:58,30040,46489,null,189463,
16:06:01,29896,46489,null,189283,
16:06:03,29940,46489,null,189351,
16:06:05,29960,46489,null,189367,
16:06:07,29960,46489,null,189363,
16:06:09,30048,46489,null,190199,
16:06:11,29896,46489,null,190003,
16:06:14,29936,46489,null,190063,
16:06:16,29968,46489,null,190091,
16:06:18,29968,46489,null,190095,
16:06:20,29976,46489,null,190115,
16:06:22,29896,46489,null,190007,
16:06:25,30024,46489,null,189419,
16:06:27,30024,46489,null,189415,
16:06:29,30024,46489,null,189419,
16:06:31,30024,46489,null,189415,
16:06:33,29896,46489,null,189239,
16:06:35,29920,46489,null,189287,
16:06:38,29924,90773,null,234375,
16:06:40,30036,46489,null,190163,
16:06:42,30036,46489,null,190159,
16:06:44,29920,46489,null,190023,
16:06:47,29932,46489,null,190039,
16:06:49,29932,46489,null,190043,
16:06:51,29932,46489,null,190039,
16:06:53,30032,46489,null,196803,
16:06:55,29896,46489,null,189243,
16:06:58,29944,46489,null,189315,
16:07:00,29956,46489,null,189331,
16:07:02,29968,46489,null,189339,
16:07:04,29968,46489,null,189343,
16:07:06,29896,46489,null,189247,
16:07:09,30052,46489,null,190295,
16:07:11,30116,46489,null,190331,
16:07:13,30116,46489,null,190331,
16:07:15,30116,46489,null,190335,
16:07:17,29896,46489,null,190071,
16:07:19,29920,46489,null,190111,
16:07:22,29932,46489,null,190127,
16:07:24,30044,46489,null,196815,
16:07:26,30088,46489,null,189479,
16:07:28,29896,46489,null,189243,
16:07:30,29920,46489,null,189287,
16:07:33,29920,46489,null,189287,
16:07:35,29920,46489,null,189291,
16:07:37,29932,46489,null,189299,
16:07:39,30100,46489,null,190331,
16:07:41,30108,46489,null,190319,
16:07:43,30112,46489,null,190331,
16:07:46,30108,46489,null,190323,
16:07:48,30416,46489,null,190713,
16:07:50,29928,46489,null,190125,
16:07:52,29944,46489,null,190157,
16:07:55,30320,46489,null,197143,
16:07:57,30248,46489,null,189675,
16:07:59,30248,46489,null,189679,
16:08:01,29904,46489,null,189279,
16:08:03,29916,46489,null,189299,
16:08:06,29952,46489,null,189343,
16:08:08,29952,46489,null,189343,
16:08:10,30060,46489,null,190235,
16:08:12,29912,46489,null,190039,
16:08:14,29964,46489,null,190107,
16:08:17,29972,46489,null,190111,
16:08:19,29972,46489,null,190115,
16:08:21,29972,46489,null,190111,
16:08:23,29900,46489,null,190019,
16:08:25,30048,46489,null,189471,
16:08:28,30048,46489,null,189467,
16:08:30,30048,46489,null,189471,
16:08:32,30048,46489,null,189467,
16:08:34,29984,46489,null,189383,
16:08:36,30004,46489,null,189403,
16:08:39,30004,46489,null,189403,
16:08:41,30004,46489,null,189403,
16:08:43,30004,46489,null,189403,
16:08:45,29912,46489,null,189295,
16:08:47,29924,46489,null,189315,
16:08:49,29936,46489,null,189315,
16:08:52,29948,46489,null,189319,
16:08:54,29948,46489,null,189323,
16:08:56,29900,46489,null,189259,
16:08:58,29912,46489,null,189279,
