time,cpu
15:44:49,14.72%
15:44:51,0.8%
15:44:52,15.39%
15:44:53,5.66%
15:44:55,9.68%
15:44:56,14.77%
15:44:57,0.6%
15:44:58,15.33%
15:45:00,7.21%
15:45:01,7.93%
15:45:02,17.72%
15:45:04,0.39%
15:45:05,15.35%
15:45:06,6.86%
15:45:08,8.7%
15:45:09,15.22%
15:45:10,0.2%
15:45:11,15.47%
15:45:13,7.52%
15:45:14,7.78%
15:45:15,15.29%
15:45:17,0.58%
15:45:18,17.74%
15:45:19,5.23%
15:45:20,10.53%
15:45:22,13.03%
15:45:23,2.9%
15:45:24,14.77%
15:45:26,5.99%
15:45:27,9.48%
15:45:28,14.8%
15:45:30,0.39%
15:45:31,14.82%
15:45:32,7.28%
15:45:34,10.57%
15:45:35,15.38%
15:45:36,0.39%
15:45:37,15.7%
15:45:39,6.26%
15:45:40,9.4%
15:45:41,16.44%
15:45:43,0.79%
15:45:44,15.02%
15:45:45,5.25%
15:45:47,10.46%
15:45:48,14.89%
15:45:49,3.3%
15:45:50,15.65%
15:45:52,2.32%
15:45:53,13.97%
15:45:54,9.0%
15:45:56,6.14%
15:45:57,15.33%
15:45:58,2.7%
15:46:00,12.57%
15:46:01,12.14%
15:46:02,8.19%
15:46:04,29.6%
15:46:05,20.11%
15:46:06,27.36%
15:46:07,7.11%
15:46:09,9.0%
15:46:10,14.67%
15:46:11,1.99%
15:46:13,15.61%
15:46:14,8.8%
15:46:15,13.86%
15:46:16,10.98%
15:46:18,5.25%
15:46:19,18.77%
15:46:20,0.39%
15:46:22,15.47%
15:46:23,7.52%
15:46:24,8.26%
15:46:26,15.1%
15:46:27,0.97%
15:46:28,16.12%
15:46:29,6.16%
15:46:31,9.92%
15:46:32,13.43%
15:46:33,7.67%
15:46:35,14.78%
15:46:36,6.84%
15:46:37,9.66%
15:46:39,13.2%
15:46:40,2.25%
15:46:41,15.52%
15:46:42,4.8%
15:46:44,10.9%
15:46:45,12.67%
15:46:46,3.37%
15:46:48,15.2%
15:46:49,4.75%
15:46:50,14.4%
15:46:52,8.84%
15:46:53,6.95%
15:46:54,14.84%
15:46:56,1.12%
15:46:57,14.15%
15:46:58,9.03%
15:47:00,7.25%
15:47:01,15.42%
15:47:02,0.58%
15:47:03,18.14%
15:47:05,6.67%
15:47:06,9.49%
15:47:07,14.76%
15:47:09,1.32%
15:47:10,15.11%
15:47:11,4.34%
15:47:12,11.61%
15:47:14,11.65%
15:47:15,3.71%
15:47:16,15.58%
15:47:18,3.21%
15:47:19,15.66%
15:47:20,10.37%
15:47:22,5.29%
15:47:23,15.71%
15:47:24,1.95%
15:47:26,12.88%
15:47:27,11.02%
15:47:28,4.6%
15:47:29,14.85%
15:47:31,3.33%
15:47:32,11.65%
15:47:33,13.57%
15:47:35,7.11%
15:47:36,23.74%
15:47:37,4.34%
15:47:39,14.47%
15:47:40,9.92%
15:47:41,5.45%
15:47:43,15.19%
15:47:44,1.16%
15:47:45,14.12%
15:47:46,10.07%
15:47:48,6.1%
15:47:49,18.45%
15:47:50,0.39%
15:47:52,14.84%
15:47:53,6.42%
15:47:54,9.36%
15:47:55,14.23%
15:47:57,1.54%
15:47:58,15.26%
15:47:59,5.27%
15:48:01,10.74%
15:48:02,14.67%
15:48:03,1.12%
15:48:05,17.59%
15:48:06,4.44%
15:48:07,11.22%
15:48:08,12.94%
15:48:10,2.64%
15:48:11,15.04%
15:48:12,5.34%
15:48:14,10.01%
15:48:15,13.96%
15:48:16,1.08%
15:48:18,15.83%
15:48:19,7.37%
15:48:20,10.59%
15:48:22,13.48%
15:48:23,2.32%
15:48:24,15.62%
15:48:26,4.99%
15:48:27,10.95%
15:48:28,13.63%
15:48:30,2.14%
15:48:31,15.76%
15:48:32,3.88%
15:48:33,12.15%
15:48:35,12.87%
15:48:36,4.88%
15:48:37,15.28%
15:48:39,2.94%
15:48:40,13.01%
15:48:41,10.01%
15:48:43,5.33%
15:48:44,15.44%
15:48:45,1.56%
15:48:46,14.11%
15:48:48,10.76%
15:48:49,7.8%
15:48:50,16.23%
15:48:52,2.27%
15:48:53,13.69%
15:48:54,9.0%
15:48:56,6.65%
15:48:57,15.29%
15:48:58,0.39%
15:49:00,14.28%
15:49:01,8.86%
15:49:02,6.41%
15:49:03,15.55%
15:49:05,3.83%
15:49:06,14.12%
15:49:07,9.52%
15:49:09,5.98%
15:49:10,14.88%
15:49:11,0.39%
15:49:13,14.63%
15:49:14,9.7%
15:49:15,5.31%
15:49:17,15.31%
15:49:18,1.98%
15:49:19,14.36%
15:49:21,12.24%
15:49:22,6.33%
15:49:23,15.07%
15:49:24,0.38%
15:49:26,15.44%
15:49:27,6.34%
15:49:28,9.88%
15:49:30,14.34%
15:49:31,1.18%
15:49:32,14.84%
15:49:33,5.91%
15:49:35,13.03%
15:49:36,14.58%
15:49:37,1.2%
15:49:39,15.5%
15:49:40,4.44%
15:49:41,10.83%
15:49:43,12.74%
15:49:44,3.08%
15:49:45,15.45%
15:49:46,1.7%
15:49:48,13.84%
15:49:49,10.29%
15:49:50,8.27%
15:49:52,15.28%
15:49:53,0.78%
15:49:54,15.11%
15:49:56,8.66%
15:49:57,7.37%
15:49:58,15.58%
15:49:59,0.38%
15:50:01,15.47%
15:50:02,5.55%
15:50:03,10.45%
15:50:05,13.16%
15:50:06,5.09%
15:50:07,16.23%
15:50:08,1.82%
15:50:10,14.42%
15:50:11,9.07%
15:50:12,6.15%
15:50:14,15.84%
15:50:15,0.79%
15:50:16,14.7%
15:50:18,9.6%
15:50:19,6.15%
15:50:20,17.7%
15:50:21,0.38%
15:50:23,15.71%
15:50:24,4.78%
15:50:25,10.09%
15:50:27,15.07%
15:50:28,0.39%
15:50:29,15.25%
15:50:31,5.78%
15:50:32,10.46%
15:50:33,14.31%
15:50:35,1.46%
15:50:36,17.26%
15:50:37,4.96%
15:50:39,10.81%
15:50:40,11.83%
15:50:41,3.48%
15:50:42,15.35%
15:50:44,1.79%
15:50:45,13.68%
15:50:46,10.09%
15:50:48,5.48%
15:50:49,15.63%
15:50:50,2.97%
15:50:52,15.58%
15:50:53,8.53%
15:50:54,7.42%
15:50:55,15.35%
15:50:57,0.56%
15:50:58,15.56%
15:50:59,8.02%
15:51:01,8.62%
15:51:02,15.33%
15:51:03,0.19%
15:51:05,16.06%
15:51:06,8.34%
15:51:07,10.68%
15:51:08,14.66%
15:51:10,0.55%
15:51:11,15.41%
15:51:12,2.17%
15:51:14,13.53%
15:51:15,10.03%
15:51:16,5.1%
15:51:18,17.36%
15:51:19,0.59%
15:51:20,15.07%
15:51:21,9.57%
15:51:23,16.8%
15:51:24,23.12%
15:51:25,0.19%
15:51:27,15.04%
15:51:28,7.1%
15:51:29,8.76%
15:51:30,12.07%
15:51:32,5.27%
15:51:33,15.32%
15:51:34,1.37%
15:51:36,14.09%
15:51:37,9.82%
15:51:38,6.01%
15:51:40,15.23%
15:51:41,0.39%
15:51:42,15.61%
15:51:43,7.22%
15:51:45,8.91%
15:51:46,15.83%
15:51:47,3.04%
15:51:49,15.32%
15:51:50,2.15%
15:51:51,12.92%
15:51:53,11.02%
15:51:54,4.57%
15:51:55,15.17%
15:51:56,2.16%
15:51:58,13.49%
15:51:59,10.42%
15:52:00,4.98%
15:52:02,18.11%
15:52:03,0.59%
15:52:04,15.26%
15:52:06,8.75%
15:52:07,7.15%
15:52:08,15.53%
15:52:09,0.19%
15:52:11,15.41%
15:52:12,6.8%
15:52:13,9.25%
15:52:15,13.6%
15:52:16,4.29%
15:52:17,15.45%
15:52:19,4.96%
15:52:20,11.04%
15:52:21,13.84%
15:52:23,1.16%
15:52:24,15.64%
15:52:25,5.5%
15:52:26,10.0%
15:52:28,14.17%
15:52:29,1.19%
15:52:30,15.14%
15:52:32,6.68%
15:52:33,11.09%
15:52:34,13.24%
15:52:35,2.15%
15:52:37,15.56%
15:52:38,4.44%
15:52:39,11.81%
15:52:41,11.68%
15:52:42,3.86%
15:52:43,15.6%
15:52:45,2.22%
15:52:46,13.75%
15:52:47,13.59%
15:52:48,4.56%
15:52:50,15.56%
15:52:51,1.94%
15:52:52,13.81%
15:52:54,9.67%
15:52:55,5.6%
15:52:56,15.44%
15:52:58,3.61%
15:52:59,12.5%
15:53:00,9.9%
15:53:01,9.35%
15:53:03,15.04%
15:53:04,0.39%
15:53:05,15.35%
15:53:07,8.64%
15:53:08,7.0%
15:53:09,15.39%
15:53:11,0.39%
15:53:12,15.41%
15:53:13,5.38%
15:53:14,10.49%
15:53:16,12.94%
15:53:17,6.32%
15:53:18,14.71%
15:53:20,5.82%
15:53:21,9.52%
15:53:22,14.2%
15:53:24,1.39%
15:53:25,15.04%
15:53:26,5.22%
15:53:27,10.47%
15:53:29,13.15%
15:53:30,1.92%
15:53:31,16.91%
15:53:33,7.3%
15:53:34,9.16%
15:53:35,14.11%
15:53:37,1.59%
15:53:38,15.39%
15:53:39,4.1%
15:53:41,11.47%
15:53:42,12.64%
15:53:43,2.9%
15:53:45,14.33%
15:53:46,5.89%
15:53:47,12.62%
15:53:48,14.14%
15:53:50,1.37%
15:53:51,14.63%
15:53:52,4.89%
15:53:54,10.91%
15:53:55,12.89%
15:53:56,2.64%
15:53:58,15.42%
15:53:59,3.85%
15:54:00,11.88%
15:54:01,12.52%
15:54:03,5.81%
15:54:04,15.05%
15:54:05,0.95%
15:54:07,14.36%
15:54:08,10.17%
15:54:09,5.89%
15:54:10,15.23%
15:54:12,0.19%
15:54:13,15.26%
15:54:14,7.88%
15:54:16,7.6%
15:54:17,16.66%
15:54:18,1.91%
15:54:20,27.21%
15:54:21,14.02%
15:54:22,24.74%
15:54:23,9.17%
15:54:25,6.76%
15:54:26,15.36%
15:54:27,0.57%
15:54:29,15.39%
15:54:30,8.52%
15:54:31,7.22%
15:54:33,16.93%
15:54:34,1.19%
15:54:35,15.22%
15:54:36,4.7%
15:54:38,10.64%
15:54:39,12.72%
15:54:40,2.85%
15:54:42,15.08%
15:54:43,6.25%
15:54:44,9.68%
15:54:46,14.14%
15:54:47,4.22%
15:54:48,15.74%
15:54:50,4.85%
15:54:51,10.37%
15:54:52,13.3%
15:54:53,2.57%
15:54:55,15.32%
15:54:56,2.17%
15:54:57,14.09%
15:54:59,9.85%
15:55:00,6.05%
15:55:01,15.49%
15:55:02,3.67%
15:55:04,15.25%
15:55:05,7.06%
15:55:06,8.46%
15:55:08,15.1%
15:55:09,0.39%
15:55:10,15.35%
15:55:11,3.74%
15:55:13,11.94%
15:55:14,11.78%
15:55:15,3.92%
15:55:17,15.52%
15:55:18,4.88%
15:55:19,14.17%
15:55:21,9.09%
15:55:22,6.26%
15:55:23,14.98%
15:55:24,0.57%
15:55:26,15.2%
15:55:27,7.24%
15:55:28,8.87%
15:55:30,15.14%
15:55:31,0.18%
15:55:32,18.05%
15:55:34,6.45%
15:55:35,9.59%
15:55:36,14.44%
15:55:37,0.98%
15:55:39,15.01%
15:55:40,6.3%
15:55:41,8.98%
15:55:43,14.86%
15:55:44,0.19%
15:55:45,15.52%
15:55:47,5.04%
15:55:48,12.62%
15:55:49,13.07%
15:55:51,2.5%
15:55:52,14.85%
15:55:53,4.86%
15:55:55,10.48%
15:55:56,14.22%
15:55:57,1.59%
15:55:58,15.62%
15:56:00,3.79%
15:56:01,11.45%
15:56:02,12.35%
15:56:04,6.16%
15:56:05,15.67%
15:56:06,0.19%
15:56:08,15.92%
15:56:09,7.96%
15:56:10,7.57%
15:56:11,15.61%
15:56:13,0.39%
15:56:14,15.39%
15:56:15,7.3%
15:56:17,8.3%
15:56:18,15.85%
15:56:19,2.8%
15:56:20,15.44%
15:56:22,5.07%
15:56:23,11.97%
15:56:24,11.27%
15:56:26,3.92%
15:56:27,15.45%
15:56:28,2.39%
15:56:30,13.84%
15:56:31,9.43%
15:56:32,6.38%
15:56:33,17.94%
15:56:35,0.59%
15:56:36,15.29%
15:56:37,5.56%
15:56:39,10.13%
15:56:40,13.64%
15:56:41,1.88%
15:56:42,15.71%
15:56:44,4.91%
15:56:45,10.37%
15:56:46,12.4%
15:56:48,6.21%
15:56:49,15.93%
15:56:50,4.38%
15:56:52,11.04%
15:56:53,12.67%
15:56:54,3.3%
15:56:56,15.59%
15:56:57,1.38%
15:56:58,14.03%
15:56:59,9.72%
15:57:01,5.73%
15:57:02,15.05%
15:57:03,5.17%
15:57:05,14.31%
15:57:06,9.39%
15:57:07,5.89%
15:57:09,15.68%
15:57:10,0.39%
15:57:11,15.11%
15:57:13,7.14%
15:57:14,8.36%
15:57:15,15.22%
15:57:16,0.19%
15:57:18,15.35%
15:57:19,11.29%
15:57:20,6.53%
15:57:22,16.2%
15:57:23,1.17%
15:57:24,14.93%
15:57:26,8.14%
15:57:27,7.11%
15:57:28,16.12%
15:57:30,0.39%
15:57:31,15.11%
15:57:32,6.59%
15:57:33,12.2%
15:57:35,14.34%
15:57:36,1.19%
15:57:37,15.26%
15:57:39,5.96%
15:57:40,9.49%
15:57:41,14.84%
15:57:43,1.14%
15:57:44,15.45%
15:57:45,5.8%
15:57:46,10.03%
15:57:48,14.33%
15:57:49,3.86%
15:57:50,15.59%
15:57:52,5.11%
15:57:53,10.56%
15:57:54,12.79%
15:57:56,1.99%
15:57:57,15.7%
15:57:58,5.17%
15:57:59,10.97%
15:58:01,12.12%
15:58:02,3.15%
15:58:03,16.73%
15:58:05,4.46%
15:58:06,12.85%
15:58:07,11.32%
15:58:09,4.29%
15:58:10,15.31%
15:58:11,2.34%
15:58:12,13.77%
15:58:14,9.73%
15:58:15,5.9%
15:58:16,15.42%
15:58:18,0.59%
15:58:19,18.03%
15:58:20,10.21%
15:58:21,27.81%
15:58:23,10.73%
15:58:24,8.36%
15:58:25,15.11%
15:58:27,0.39%
15:58:28,15.71%
15:58:29,9.56%
15:58:31,16.08%
15:58:32,18.84%
15:58:33,0.98%
15:58:34,17.05%
15:58:36,4.33%
15:58:37,10.79%
15:58:38,13.6%
15:58:40,2.07%
15:58:41,15.23%
15:58:42,4.3%
15:58:44,10.88%
15:58:45,13.02%
15:58:46,2.57%
15:58:48,15.71%
15:58:49,6.0%
15:58:50,12.04%
15:58:51,10.85%
15:58:53,4.62%
15:58:54,15.49%
15:58:55,2.47%
15:58:57,13.17%
15:58:58,9.03%
15:58:59,6.99%
15:59:01,15.17%
15:59:02,0.39%
15:59:03,15.53%
15:59:04,8.84%
15:59:06,9.14%
15:59:07,15.14%
15:59:08,0.58%
15:59:10,15.0%
15:59:11,6.91%
15:59:12,8.75%
15:59:13,14.57%
15:59:15,1.98%
15:59:16,15.32%
15:59:17,3.53%
15:59:19,12.32%
15:59:20,14.06%
15:59:21,4.2%
15:59:23,15.33%
15:59:24,3.79%
15:59:25,11.91%
15:59:26,9.92%
15:59:28,6.16%
15:59:29,15.35%
15:59:30,0.19%
15:59:31,15.66%
15:59:33,5.94%
15:59:34,10.91%
15:59:35,16.1%
15:59:37,0.2%
15:59:38,15.74%
15:59:39,6.53%
15:59:41,8.89%
15:59:42,15.07%
15:59:43,0.98%
15:59:44,15.26%
15:59:46,5.08%
15:59:47,10.42%
15:59:48,13.63%
15:59:50,4.92%
15:59:51,15.39%
15:59:52,4.81%
15:59:54,10.78%
15:59:55,13.84%
15:59:56,1.72%
15:59:58,15.37%
15:59:59,5.12%
16:00:00,10.41%
16:00:01,13.05%
16:00:03,2.46%
16:00:04,15.88%
16:00:05,6.66%
16:00:07,11.49%
16:00:08,12.67%
16:00:09,3.36%
16:00:11,15.08%
16:00:12,2.14%
16:00:13,13.3%
16:00:14,10.77%
16:00:16,5.02%
16:00:17,15.2%
16:00:18,3.09%
16:00:20,15.05%
16:00:21,12.72%
16:00:22,3.63%
16:00:24,15.81%
16:00:25,3.18%
16:00:27,10.03%
16:00:28,15.16%
16:00:29,1.26%
16:00:31,16.16%
16:00:32,6.76%
16:00:33,13.25%
16:00:34,14.39%
16:00:36,3.12%
16:00:37,15.87%
16:00:38,3.71%
16:00:40,11.5%
16:00:41,14.09%
16:00:42,2.28%
16:00:44,15.62%
16:00:45,2.15%
16:00:46,13.32%
16:00:47,11.28%
16:00:49,4.0%
16:00:50,18.0%
16:00:51,5.1%
16:00:53,11.04%
16:00:54,12.79%
16:00:55,3.16%
16:00:57,15.15%
16:00:58,2.71%
16:00:59,14.0%
16:01:01,9.62%
16:01:02,5.51%
16:01:03,15.73%
16:01:04,1.36%
16:01:06,16.99%
16:01:07,9.26%
16:01:08,6.47%
16:01:10,15.22%
16:01:11,0.38%
16:01:12,14.93%
16:01:14,9.1%
16:01:15,6.8%
16:01:16,15.14%
16:01:17,0.39%
16:01:19,16.07%
16:01:20,7.38%
16:01:21,10.63%
16:01:23,12.54%
16:01:24,2.93%
16:01:25,15.26%
16:01:26,5.16%
16:01:28,10.41%
16:01:29,12.47%
16:01:30,3.57%
16:01:32,16.03%
16:01:33,2.4%
16:01:34,13.48%
16:01:35,9.67%
16:01:37,7.79%
16:01:38,14.95%
16:01:39,0.19%
16:01:41,15.58%
16:01:42,7.64%
16:01:43,8.23%
16:01:45,14.66%
16:01:46,0.39%
16:01:47,15.1%
16:01:49,7.35%
16:01:50,8.23%
16:01:51,17.82%
16:01:52,0.19%
16:01:54,27.71%
16:01:55,4.34%
16:01:56,11.47%
16:01:58,13.23%
16:01:59,1.77%
16:02:00,14.71%
16:02:02,4.52%
16:02:03,11.19%
16:02:04,12.47%
16:02:05,6.25%
16:02:07,15.65%
16:02:08,1.17%
16:02:09,14.7%
16:02:11,9.6%
16:02:12,6.05%
16:02:13,14.73%
16:02:15,1.66%
16:02:16,14.37%
16:02:17,8.76%
16:02:19,7.07%
16:02:20,15.0%
16:02:21,3.2%
16:02:22,15.23%
16:02:24,8.88%
16:02:25,6.82%
16:02:26,15.1%
16:02:28,0.59%
16:02:29,14.74%
16:02:30,8.23%
16:02:32,7.0%
16:02:33,15.58%
16:02:34,0.19%
16:02:36,17.88%
16:02:37,8.34%
16:02:38,7.42%
16:02:39,15.5%
16:02:41,0.4%
16:02:42,15.18%
16:02:43,7.42%
16:02:45,8.56%
16:02:46,15.0%
16:02:47,0.19%
16:02:49,15.47%
16:02:50,7.35%
16:02:51,11.43%
16:02:52,15.16%
16:02:54,0.6%
16:02:55,14.55%
16:02:56,7.63%
16:02:58,8.25%
16:02:59,15.23%
16:03:00,0.39%
16:03:02,15.63%
16:03:03,5.53%
16:03:04,10.53%
16:03:05,12.67%
16:03:07,5.12%
16:03:08,15.01%
16:03:09,4.84%
16:03:11,10.29%
16:03:12,14.94%
16:03:13,0.58%
16:03:15,15.33%
16:03:16,4.98%
16:03:17,10.4%
16:03:18,13.88%
16:03:20,2.13%
16:03:21,17.93%
16:03:22,3.94%
16:03:24,12.42%
16:03:25,11.56%
16:03:26,4.16%
16:03:27,15.69%
16:03:29,3.1%
16:03:30,14.6%
16:03:31,11.66%
16:03:33,4.95%
16:03:34,15.73%
16:03:35,2.1%
16:03:37,16.03%
16:03:38,7.87%
16:03:39,8.21%
16:03:40,15.03%
16:03:42,0.97%
16:03:43,15.9%
16:03:44,6.14%
16:03:46,9.35%
16:03:47,14.28%
16:03:48,1.69%
16:03:49,15.13%
16:03:51,7.19%
16:03:52,10.95%
16:03:53,13.67%
16:03:55,2.1%
16:03:56,14.74%
16:03:57,5.62%
16:03:59,10.61%
16:04:00,12.78%
16:04:01,2.55%
16:04:02,15.47%
16:04:04,4.5%
16:04:05,11.3%
16:04:06,13.06%
16:04:08,5.71%
16:04:09,15.47%
16:04:10,0.39%
16:04:11,15.28%
16:04:13,7.87%
16:04:14,7.7%
16:04:15,15.53%
16:04:17,0.39%
16:04:18,15.26%
16:04:19,6.42%
16:04:21,9.1%
16:04:22,15.72%
16:04:23,2.56%
16:04:24,15.28%
16:04:26,4.16%
16:04:27,11.8%
16:04:28,10.37%
16:04:30,5.45%
16:04:31,15.29%
16:04:32,0.77%
16:04:33,15.67%
16:04:35,6.91%
16:04:36,10.35%
16:04:37,16.6%
16:04:39,0.59%
16:04:40,15.88%
16:04:41,5.82%
16:04:43,9.59%
16:04:44,15.28%
16:04:45,0.58%
16:04:47,14.91%
16:04:48,7.0%
16:04:49,9.14%
16:04:50,14.47%
16:04:52,3.54%
16:04:53,15.57%
16:04:54,14.2%
16:04:56,12.03%
16:04:57,11.63%
16:04:58,3.76%
16:05:00,15.07%
16:05:01,1.98%
16:05:02,13.56%
16:05:04,10.65%
16:05:05,4.9%
16:05:06,15.29%
16:05:07,4.99%
16:05:09,12.65%
16:05:10,12.84%
16:05:12,2.68%
16:05:13,15.58%
16:05:14,4.58%
16:05:15,11.06%
16:05:17,12.47%
16:05:18,3.09%
16:05:19,14.99%
16:05:21,5.52%
16:05:22,12.76%
16:05:23,12.97%
16:05:25,3.57%
16:05:26,14.52%
16:05:27,3.99%
16:05:29,11.89%
16:05:30,11.24%
16:05:31,4.28%
16:05:33,15.14%
16:05:34,3.57%
16:05:35,11.93%
16:05:36,11.28%
16:05:38,6.74%
16:05:39,15.48%
16:05:40,2.91%
16:05:42,12.84%
16:05:43,10.05%
16:05:44,5.79%
16:05:46,16.03%
16:05:47,1.6%
16:05:48,14.42%
16:05:49,9.16%
16:05:51,6.93%
16:05:52,18.45%
16:05:53,0.6%
16:05:55,14.23%
16:05:56,8.71%
16:05:57,6.69%
16:05:59,15.26%
16:06:00,0.19%
16:06:01,15.33%
16:06:02,8.42%
16:06:04,7.21%
16:06:05,15.76%
16:06:06,0.39%
16:06:08,17.44%
16:06:09,5.2%
16:06:10,10.95%
16:06:11,11.74%
16:06:13,3.83%
16:06:14,15.82%
16:06:15,2.13%
16:06:17,13.08%
16:06:18,9.77%
16:06:19,5.93%
16:06:21,15.26%
16:06:22,2.07%
16:06:23,16.69%
16:06:25,9.62%
16:06:26,5.52%
16:06:27,14.97%
16:06:29,2.91%
16:06:30,12.94%
16:06:31,12.33%
16:06:33,3.01%
16:06:34,15.56%
16:06:35,4.91%
16:06:36,10.65%
16:06:38,11.19%
16:06:39,5.8%
16:06:40,14.91%
16:06:42,0.78%
16:06:43,14.8%
16:06:44,8.84%
16:06:46,6.45%
16:06:47,15.39%
16:06:48,0.59%
16:06:49,15.23%
16:06:51,7.4%
16:06:52,7.97%
16:06:53,18.82%
16:06:55,0.39%
16:06:56,15.53%
16:06:57,5.6%
16:06:59,10.48%
16:07:00,14.25%
16:07:01,1.52%
16:07:03,14.73%
16:07:04,6.83%
16:07:05,9.16%
16:07:06,14.66%
16:07:08,3.25%
16:07:09,15.37%
16:07:10,6.13%
16:07:12,8.71%
16:07:13,15.72%
16:07:14,0.19%
16:07:16,14.82%
16:07:17,6.04%
16:07:18,10.22%
16:07:19,13.6%
16:07:21,1.97%
16:07:22,14.97%
16:07:23,7.87%
16:07:25,11.02%
16:07:26,11.41%
16:07:27,3.73%
16:07:29,15.11%
16:07:30,3.85%
16:07:31,11.83%
16:07:32,10.63%
16:07:34,5.02%
16:07:35,15.76%
16:07:36,1.18%
16:07:38,16.18%
16:07:39,11.38%
16:07:40,5.42%
16:07:42,15.07%
16:07:43,0.59%
16:07:44,15.56%
16:07:45,6.47%
16:07:47,12.72%
16:07:48,14.85%
16:07:49,1.34%
16:07:51,15.26%
16:07:52,3.64%
16:07:53,16.3%
16:07:55,12.96%
16:07:56,2.26%
16:07:57,15.28%
16:07:58,4.78%
16:08:00,11.4%
16:08:01,11.58%
16:08:02,3.88%
16:08:04,14.57%
16:08:05,3.81%
16:08:06,11.82%
16:08:08,10.63%
16:08:09,7.42%
16:08:10,15.74%
16:08:12,1.37%
16:08:13,14.01%
16:08:14,9.58%
16:08:15,6.91%
16:08:17,15.31%
16:08:18,0.2%
16:08:19,15.47%
16:08:21,4.91%
16:08:22,11.13%
16:08:23,14.72%
16:08:24,3.88%
16:08:26,15.05%
16:08:27,0.99%
16:08:28,15.38%
16:08:30,7.73%
16:08:31,7.87%
16:08:32,15.52%
16:08:33,1.18%
16:08:35,15.61%
16:08:36,5.02%
16:08:37,10.16%
16:08:39,14.17%
16:08:40,2.02%
16:08:41,14.77%
16:08:43,5.51%
16:08:44,10.54%
16:08:45,13.53%
16:08:46,1.97%
16:08:48,15.17%
16:08:49,5.46%
16:08:50,11.63%
16:08:52,12.09%
16:08:53,3.02%
16:08:54,15.16%
16:08:56,2.97%
16:08:57,12.94%
16:08:58,11.15%
16:09:00,4.9%
