time,dalick,native,graphics,total
16:22:12,24632,16253,77656,205536,
16:22:13,24012,21149,79596,250080,
16:22:15,21440,24629,79224,261325,
16:22:16,21024,24449,79224,258185,
16:22:18,21024,24449,79224,258985,
16:22:20,21024,24437,79224,258853,
16:22:21,20716,24437,79224,258525,
16:22:23,41740,29103,92376,307039,
16:22:25,53860,29727,106252,333725,
16:22:26,53852,29727,106252,333685,
16:22:28,50580,29731,106252,330429,
16:22:29,50592,29987,106252,325565,
16:22:31,50592,29475,106252,325065,
16:22:33,53579,51603,162712,408418,
