time,dalick,native,graphics,total
18:12:52,35319,20597,82180,219115,
18:12:54,34535,20497,82180,217199,
18:12:55,34535,20509,82180,217191,
18:12:57,34535,20521,82180,217203,
18:12:58,30191,20521,82180,212847,
18:13:00,30203,20521,82180,212867,
18:13:01,30203,20521,82180,212871,
