time,down,up,down_speed,up_speed
20:57:25,0.09765625,0.05078125,0.7,0.36,
20:57:26,0.09765625,0.05078125,0.0,0.0,
20:57:27,0.09765625,0.05078125,0.0,0.0,
20:57:28,0.09765625,0.05078125,0.0,0.0,
20:57:29,0.09765625,0.05078125,0.0,0.0,
20:57:30,0.09765625,0.05078125,0.0,0.0,
20:57:32,0.09765625,0.05078125,0.0,0.0,
20:57:33,0.09765625,0.05078125,0.0,0.0,
20:57:34,0.09765625,0.05078125,0.0,0.0,
20:57:35,0.09765625,0.05078125,0.0,0.0,
20:57:36,0.09765625,0.05078125,0.0,0.0,
20:57:38,0.09765625,0.05078125,0.0,0.0,
20:57:39,0.09765625,0.05078125,0.0,0.0,
20:57:40,0.3720703125,2.0224609375,0.23,1.68,
20:57:41,522.587890625,26.2568359375,450.57,20.91,
20:57:42,1982.306640625,58.1513671875,1238.1,27.05,
20:57:44,3381.681640625,89.1474609375,1168.09,25.87,
20:57:45,4762.482421875,119.5283203125,1193.43,26.26,
20:57:46,6184.708984375,151.0263671875,1235.64,27.37,
20:57:47,6300.5625,156.484375,99.79,4.7,
20:57:48,6300.5625,156.484375,0.0,0.0,
20:57:49,6300.5625,156.484375,0.0,0.0,
20:57:51,6300.5625,156.609375,0.0,0.11,
20:57:52,6300.73828125,156.66015625,0.15,0.04,
20:57:53,6300.73828125,156.66015625,0.0,0.0,
20:57:54,6300.8193359375,156.7109375,0.07,0.04,
20:57:55,6300.8193359375,156.7109375,0.0,0.0,
20:57:56,6300.8857421875,156.828125,0.06,0.1,
20:57:58,6300.8857421875,156.828125,0.0,0.0,
20:57:59,6428.322265625,172.0126953125,108.18,12.89,
20:58:00,6522.6513671875,176.8193359375,81.74,4.17,
20:58:01,6522.8271484375,176.9951171875,0.15,0.15,
20:58:02,6522.8271484375,176.9951171875,0.0,0.0,
20:58:04,6522.8271484375,176.9951171875,0.0,0.0,
20:58:05,6522.8271484375,176.9951171875,0.0,0.0,
20:58:06,6523.3974609375,177.6591796875,0.47,0.54,
20:58:07,6523.3974609375,177.6591796875,0.0,0.0,
20:58:08,6523.7177734375,177.8232421875,0.27,0.14,
20:58:09,6523.7177734375,177.8232421875,0.0,0.0,
20:58:11,6523.8427734375,177.9990234375,0.11,0.15,
20:58:12,6523.8427734375,177.9990234375,0.0,0.0,
20:58:13,6523.8427734375,177.9990234375,0.0,0.0,
20:58:14,6523.8427734375,177.9990234375,0.0,0.0,
20:58:15,6525.4140625,184.1953125,1.3,5.13,
20:58:17,6525.4140625,184.1953125,0.0,0.0,
20:58:18,6525.4140625,184.1953125,0.0,0.0,
20:58:19,6525.4140625,184.1953125,0.0,0.0,
20:58:21,6525.453125,184.2734375,0.03,0.06,
20:58:22,6525.453125,184.2734375,0.0,0.0,
20:58:23,6525.453125,184.2734375,0.0,0.0,
20:58:24,6525.453125,184.2734375,0.0,0.0,
20:58:25,6525.615234375,184.375,0.14,0.09,
20:58:26,6525.615234375,184.375,0.0,0.0,
20:58:28,6525.615234375,184.375,0.0,0.0,
20:58:29,6525.615234375,184.375,0.0,0.0,
20:58:30,6525.8486328125,184.578125,0.19,0.17,
20:58:31,6845.1162109375,201.15625,263.42,13.68,
20:58:32,8239.2021484375,234.0205078125,1220.74,28.78,
20:58:34,9633.1083984375,264.5927734375,1204.76,26.42,
20:58:35,10414.546875,284.7373046875,675.98,17.43,
20:58:36,10414.71484375,285.033203125,0.15,0.26,
20:58:37,10414.71484375,285.033203125,0.0,0.0,
20:58:38,10414.765625,285.2119140625,0.04,0.15,
