time,down,up,down_speed,up_speed
16:59:13,0.09765625,0.05078125,0.76,0.39,
16:59:14,1.19921875,1.0390625,0.93,0.83,
16:59:15,2.23828125,2.875,0.89,1.57,
16:59:16,3.3984375,5.01953125,0.92,1.71,
16:59:17,3.69140625,5.12109375,0.24,0.08,
16:59:18,3.69140625,5.12109375,0.0,0.0,
16:59:20,3.69140625,5.12109375,0.0,0.0,
16:59:21,3.69140625,5.12109375,0.0,0.0,
16:59:22,3.69140625,5.12109375,0.0,0.0,
16:59:23,3.69140625,5.12109375,0.0,0.0,
16:59:24,3.69140625,5.12109375,0.0,0.0,
16:59:25,3.69140625,5.12109375,0.0,0.0,
16:59:27,3.69140625,5.12109375,0.0,0.0,
16:59:28,3.69140625,5.12109375,0.0,0.0,
16:59:29,3.69140625,5.12109375,0.0,0.0,
16:59:30,3.69140625,5.12109375,0.0,0.0,
16:59:31,3.69140625,5.12109375,0.0,0.0,
16:59:32,3.69140625,5.12109375,0.0,0.0,
16:59:34,4.4111328125,7.6123046875,0.61,2.12,
16:59:35,515.0244140625,32.5751953125,448.69,21.94,
16:59:36,1894.4658203125,69.1494140625,1199.51,31.8,
16:59:37,3285.3447265625,101.9345703125,1212.62,28.58,
16:59:38,3518.5244140625,110.01171875,204.01,7.07,
16:59:39,3518.6181640625,110.10546875,0.08,0.08,
16:59:41,3518.6181640625,110.10546875,0.0,0.0,
16:59:42,3518.6181640625,110.10546875,0.0,0.0,
16:59:43,3518.6181640625,110.10546875,0.0,0.0,
16:59:44,3519.1611328125,110.421875,0.46,0.27,
16:59:45,3519.1611328125,110.421875,0.0,0.0,
16:59:46,3519.1611328125,110.421875,0.0,0.0,
16:59:47,3519.1611328125,110.421875,0.0,0.0,
16:59:49,3519.1611328125,110.421875,0.0,0.0,
16:59:50,3519.2158203125,110.515625,0.05,0.08,
16:59:51,3519.2158203125,110.515625,0.0,0.0,
16:59:52,3519.2158203125,110.515625,0.0,0.0,
16:59:53,3519.2158203125,110.515625,0.0,0.0,
16:59:54,3519.3291015625,110.66796875,0.1,0.14,
16:59:55,3519.3291015625,110.66796875,0.0,0.0,
16:59:57,3519.3291015625,110.66796875,0.0,0.0,
16:59:58,3519.3291015625,110.66796875,0.0,0.0,
16:59:59,3519.9267578125,111.31640625,0.51,0.55,
17:00:00,3519.9267578125,111.31640625,0.0,0.0,
17:00:01,3519.9267578125,111.31640625,0.0,0.0,
17:00:02,3519.9267578125,111.31640625,0.0,0.0,
17:00:04,3519.9267578125,111.31640625,0.0,0.0,
17:00:05,3520.0400390625,111.46875,0.1,0.13,
17:00:06,3520.0400390625,111.46875,0.0,0.0,
