time,dalick,native,graphics,total
16:59:13,23561,14568,80852,198752,
16:59:14,25257,19924,85056,248002,
16:59:16,24009,21412,84192,249999,
16:59:17,23253,20696,83880,246979,
16:59:19,23069,20540,83772,246851,
16:59:20,23069,20532,83772,246995,
16:59:22,21661,20484,83772,245487,
16:59:23,21673,20536,83772,245543,
16:59:25,21673,20532,83772,245447,
16:59:26,21673,20384,83772,245051,
16:59:28,21657,20384,83772,245019,
16:59:29,21669,20368,83772,245015,
16:59:31,21669,20516,83772,243111,
16:59:32,21669,20516,83772,243115,
16:59:34,29065,21970,64740,242238,
16:59:36,34735,46638,149648,361563,
16:59:37,34775,48610,149964,363783,
16:59:39,36683,49778,179760,396763,
16:59:40,34707,49794,179856,394785,
16:59:42,34719,49734,179952,394845,
16:59:43,34719,49482,180044,394679,
16:59:45,34767,49606,180136,394959,
16:59:46,34599,49822,180228,395085,
16:59:48,34611,49514,180320,394877,
16:59:49,34659,49606,180324,395023,
16:59:51,34671,49674,180328,395109,
16:59:53,34623,49490,180336,394875,
16:59:54,34635,49490,180336,394901,
16:59:56,34647,49634,180340,395065,
16:59:57,34647,49498,180344,394935,
16:59:59,34639,49610,180348,395039,
17:00:00,34647,49774,180348,395221,
17:00:02,34671,44766,180352,390213,
17:00:03,34671,49498,180352,394963,
17:00:05,34639,49458,180356,394833,
17:00:06,34659,49598,180360,395005,
