time,down,up,down_speed,up_speed
17:13:16,0.6484375,0.05078125,4.95,0.39,
17:13:17,0.94921875,1.625,0.24,1.24,
17:13:19,2.185546875,4.0380859375,1.01,1.97,
17:13:20,2.958984375,4.3037109375,0.67,0.23,
17:13:21,3.0078125,4.345703125,0.04,0.04,
17:13:22,3.0078125,4.345703125,0.0,0.0,
17:13:23,3.0078125,4.345703125,0.0,0.0,
17:13:24,3.056640625,4.3955078125,0.04,0.04,
17:13:26,3.056640625,4.3955078125,0.0,0.0,
17:13:27,3.6787109375,6.3544921875,0.53,1.67,
17:13:28,23.9736328125,14.3798828125,18.06,7.14,
17:13:29,173.4091796875,29.2421875,130.63,12.99,
17:13:30,173.4580078125,29.2919921875,0.04,0.04,
17:13:31,173.4580078125,29.2919921875,0.0,0.0,
17:13:33,173.4580078125,29.3466796875,0.0,0.05,
17:13:34,173.6005859375,29.427734375,0.12,0.07,
17:13:35,173.6005859375,29.5322265625,0.0,0.08,
17:13:36,173.6005859375,29.5322265625,0.0,0.0,
17:13:37,176.5498046875,33.6650390625,2.59,3.63,
17:13:38,980.296875,49.6220703125,715.08,14.2,
17:13:40,2207.556640625,73.2373046875,1051.64,20.24,
17:13:41,2344.267578125,76.955078125,120.34,3.27,
17:13:42,2665.095703125,89.912109375,285.94,11.55,
17:13:43,3456.2529296875,116.0625,667.08,22.05,
17:13:44,3457.6201171875,117.0126953125,1.19,0.83,
17:13:45,3457.6201171875,117.0126953125,0.0,0.0,
17:13:47,3457.6201171875,117.0126953125,0.0,0.0,
17:13:48,3457.6201171875,117.255859375,0.0,0.21,
17:13:49,3457.8115234375,117.349609375,0.16,0.08,
17:13:50,3457.8115234375,117.349609375,0.0,0.0,
17:13:51,3457.8115234375,117.349609375,0.0,0.0,
17:13:52,3458.3935546875,118.0888671875,0.5,0.63,
17:13:54,3458.4873046875,118.2470703125,0.08,0.13,
17:13:55,4714.060546875,146.23046875,1092.75,24.35,
17:13:56,6149.431640625,174.681640625,1105.83,21.92,
17:13:57,7016.4140625,191.4228515625,755.21,14.58,
17:13:58,7058.5908203125,192.9453125,36.93,1.33,
17:13:59,8023.861328125,221.0966796875,825.02,24.06,
17:14:01,8614.8876953125,233.7060546875,511.71,10.92,
17:14:02,8614.9267578125,233.890625,0.03,0.16,
17:14:03,8615.0205078125,233.984375,0.08,0.08,
17:14:04,8615.0205078125,233.984375,0.0,0.0,
17:14:05,8615.4765625,235.5810546875,0.4,1.39,
17:14:06,8615.4765625,235.5810546875,0.0,0.0,
17:14:07,8615.4765625,235.6201171875,0.0,0.03,
17:14:09,8615.53125,235.7138671875,0.05,0.08,
17:14:10,8615.53125,235.7138671875,0.0,0.0,
17:14:11,8615.53125,235.7138671875,0.0,0.0,
17:14:12,8615.53125,235.7138671875,0.0,0.0,
17:14:13,8615.64453125,235.8662109375,0.1,0.13,
17:14:14,8615.64453125,235.8662109375,0.0,0.0,
17:14:15,8615.64453125,235.8662109375,0.0,0.0,
17:14:17,8616.244140625,239.900390625,0.53,3.55,
