time,dalick,native,graphics,total
17:13:17,24359,16417,79504,211875,
17:13:18,25827,21849,83136,260351,
17:13:20,29483,23033,83452,268339,
17:13:21,24187,22757,83452,259971,
17:13:23,24187,22757,83452,260647,
17:13:24,24187,22737,83452,260599,
17:13:26,23355,22737,83452,259751,
17:13:28,27931,24735,80600,270587,
17:13:30,57927,26771,94440,320290,
17:13:32,50795,26775,94440,313122,
17:13:33,50851,26783,94440,313206,
17:13:35,50863,26903,94440,311102,
17:13:37,50871,26383,94440,310590,
17:13:39,52938,28671,161288,382904,
17:13:41,50074,51751,191756,434465,
17:13:43,49525,29387,98772,318747,
17:13:45,74361,30191,125180,372113,
17:13:46,64001,30143,125180,361685,
17:13:48,64001,30131,125180,361645,
17:13:50,62125,30075,125180,359727,
17:13:51,62149,30083,125180,359759,
17:13:53,62161,30075,125180,359755,
17:13:55,64677,51727,209508,470183,
17:13:57,49597,55819,206872,455113,
17:13:59,49601,56207,207216,455943,
17:14:01,48709,54887,207280,453767,
17:14:02,48769,54759,207376,453795,
17:14:04,48769,54559,207452,453669,
17:14:06,64713,30723,120384,358012,
17:14:07,62237,30675,121424,356850,
17:14:09,62297,30495,121424,356678,
17:14:10,62297,30463,121584,356808,
17:14:12,62297,30463,121584,356808,
17:14:13,62265,30447,121584,356760,
17:14:15,62273,30299,121584,356504,
17:14:17,65865,52679,180576,442319,
