time,dalick,native,graphics,total
19:47:01,77012,66397,189024,471925,
19:47:03,62320,66281,189048,457225,
19:47:05,63208,41933,108424,353245,
19:47:07,74296,42041,135816,391795,
19:47:09,74336,42033,135816,391823,
19:47:11,74348,42025,136108,392139,
19:47:13,74272,42001,136108,391999,
19:47:15,74324,41989,136108,392059,
19:47:17,74336,41969,136108,392243,
19:47:19,76244,67137,188132,471697,
19:47:20,63180,67065,188372,458789,
19:47:22,68724,43201,127796,379657,
19:47:24,75608,42861,136052,394477,
19:47:26,75624,42861,136052,394489,
19:47:28,75624,42809,136052,394449,
19:47:30,75580,42809,136052,394397,
19:47:32,75592,42809,136052,394409,
19:47:34,76952,61505,152920,431651,
19:47:36,64808,67981,186164,459957,
19:47:38,64820,67877,186872,460581,
19:47:40,78520,43461,135364,397785,
19:47:43,76928,43429,135556,396345,
19:47:45,76968,43405,135688,396471,
19:47:47,76968,43385,135688,396455,
19:47:49,76984,43389,135716,396523,
19:47:51,82140,68705,188936,480773,
19:47:53,67500,68813,186868,463965,
19:47:55,65976,68765,187736,463431,
19:47:57,81724,43929,136372,402379,
19:47:59,78420,43937,136660,399351,
19:48:01,77728,43913,136660,398603,
19:48:03,77740,43889,136660,398587,
19:48:05,77768,43857,136660,398615,
19:48:07,77728,43853,136660,398551,
19:48:09,81968,69101,189008,480243,
19:48:11,67388,69089,189540,466513,
19:48:13,67876,44625,109916,362613,
19:48:15,80544,44733,137336,402733,
19:48:17,80548,44701,137336,402661,
19:48:18,79132,44661,137336,401205,
