time,cpu
18:07:03,24.74%
18:07:04,24.27%
18:07:06,26.75%
18:07:07,23.65%
18:07:08,35.83%
18:07:10,38.79%
18:07:11,38.46%
18:07:12,36.08%
18:07:13,28.45%
18:07:15,22.15%
18:07:16,26.03%
18:07:17,27.05%
18:07:18,22.51%
18:07:20,27.66%
18:07:21,25.62%
18:07:22,23.88%
18:07:24,26.42%
18:07:25,38.46%
18:07:26,27.3%
18:07:27,37.7%
18:07:29,41.22%
18:07:30,18.93%
18:07:31,27.83%
18:07:32,24.38%
18:07:34,25.19%
18:07:35,27.97%
18:07:36,18.6%
18:07:38,25.9%
18:07:39,26.55%
18:07:40,24.2%
18:07:42,35.67%
18:07:43,38.62%
18:07:44,35.51%
18:07:45,38.02%
18:07:47,30.12%
18:07:48,18.0%
18:07:49,28.69%
18:07:50,24.42%
18:07:52,22.66%
18:07:53,27.2%
18:07:54,23.97%
18:07:56,27.36%
18:07:57,26.78%
18:07:58,33.26%
18:07:59,40.25%
18:08:01,38.22%
18:08:02,34.14%
18:08:03,35.62%
18:08:04,21.42%
18:08:06,24.0%
18:08:07,26.57%
18:08:08,25.3%
18:08:09,26.05%
18:08:11,26.34%
18:08:12,21.59%
18:08:13,27.03%
18:08:14,32.64%
18:08:16,34.67%
18:08:17,41.75%
18:08:18,37.36%
18:08:19,37.01%
18:08:21,28.08%
18:08:22,21.92%
18:08:23,29.45%
18:08:25,27.86%
18:08:26,22.49%
18:08:27,27.6%
18:08:28,25.39%
18:08:30,24.28%
18:08:31,28.3%
18:08:32,34.12%
18:08:34,39.83%
18:08:35,41.36%
18:08:36,35.55%
18:08:38,27.79%
18:08:39,27.25%
18:08:40,22.81%
18:08:41,27.34%
18:08:43,24.23%
18:08:44,25.74%
18:08:45,28.06%
18:08:46,22.15%
18:08:48,29.1%
18:08:49,38.0%
18:08:50,36.2%
18:08:52,41.18%
18:08:53,36.38%
18:08:54,29.03%
18:08:55,24.69%
18:08:57,22.81%
18:08:58,27.5%
18:08:59,24.22%
18:09:01,25.84%
18:09:02,27.56%
18:09:03,19.75%
18:09:04,30.01%
18:09:06,37.7%
18:09:07,38.31%
18:09:08,37.94%
18:09:09,34.33%
18:09:11,35.38%
18:09:12,23.39%
18:09:13,23.49%
18:09:15,27.64%
18:09:16,22.17%
18:09:17,27.57%
18:09:18,27.51%
18:09:20,22.79%
18:09:21,28.34%
18:09:22,26.86%
18:09:23,46.71%
18:09:25,36.93%
18:09:26,36.99%
18:09:27,40.76%
18:09:28,15.58%
18:09:30,29.15%
18:09:31,23.48%
18:09:32,26.27%
18:09:34,26.45%
18:09:35,23.09%
18:09:36,27.42%
18:09:37,25.75%
18:09:39,21.14%
18:09:40,39.07%
18:09:41,32.64%
18:09:43,37.26%
18:09:44,39.5%
18:09:45,25.85%
18:09:46,28.6%
18:09:48,18.48%
18:09:49,26.68%
18:09:50,23.88%
18:09:51,26.04%
18:09:53,30.5%
18:09:54,22.26%
18:09:55,30.97%
18:09:56,28.97%
18:09:58,39.95%
18:09:59,39.08%
18:10:00,33.06%
18:10:01,38.0%
18:10:03,16.97%
18:10:04,29.95%
18:10:05,24.05%
18:10:06,27.45%
18:10:08,28.27%
18:10:09,21.85%
18:10:10,27.36%
18:10:11,22.58%
18:10:13,29.15%
18:10:14,38.7%
18:10:15,37.13%
18:10:17,40.82%
18:10:18,36.38%
18:10:19,28.76%
18:10:20,24.64%
18:10:22,24.14%
18:10:23,30.94%
18:10:24,20.92%
18:10:26,29.61%
18:10:27,23.4%
18:10:28,26.55%
18:10:29,26.39%
18:10:31,28.94%
18:10:32,37.93%
18:10:33,37.09%
18:10:35,36.59%
18:10:36,39.5%
18:10:37,17.65%
18:10:38,28.9%
18:10:40,24.01%
18:10:41,25.76%
18:10:42,30.26%
18:10:43,22.77%
18:10:45,27.84%
18:10:46,20.88%
18:10:47,32.98%
18:10:49,38.16%
18:10:50,38.59%
18:10:51,36.64%
18:10:52,31.18%
18:10:54,30.78%
18:10:55,29.85%
18:10:57,21.62%
18:10:58,30.7%
18:10:59,26.27%
18:11:01,19.14%
18:11:02,29.75%
18:11:03,23.04%
18:11:04,37.19%
18:11:06,27.38%
18:11:07,39.25%
18:11:08,38.63%
18:11:09,32.32%
18:11:11,30.79%
18:11:12,21.56%
18:11:13,27.61%
18:11:14,27.29%
18:11:16,25.87%
18:11:17,28.26%
18:11:18,20.17%
18:11:19,30.88%
18:11:21,23.01%
18:11:22,36.42%
18:11:23,31.43%
18:11:24,34.87%
18:11:26,44.42%
18:11:27,30.68%
18:11:28,29.65%
18:11:29,27.41%
18:11:31,22.37%
18:11:32,28.62%
18:11:33,21.53%
18:11:35,29.65%
18:11:36,27.57%
18:11:37,25.19%
18:11:39,36.36%
18:11:40,24.0%
18:11:41,39.47%
18:11:42,33.26%
18:11:44,34.41%
18:11:45,29.33%
18:11:46,22.45%
18:11:47,30.44%
18:11:49,22.81%
18:11:50,29.79%
18:11:51,25.52%
18:11:52,26.06%
18:11:54,33.33%
18:11:55,28.34%
18:11:56,45.37%
18:11:58,36.51%
18:11:59,39.06%
18:12:00,32.62%
18:12:01,35.72%
18:12:03,18.6%
18:12:04,29.84%
18:12:05,26.38%
18:12:07,25.14%
18:12:08,27.75%
18:12:09,23.36%
18:12:10,30.21%
18:12:11,20.63%
18:12:13,38.42%
18:12:14,27.78%
18:12:15,40.61%
18:12:18,36.4%
18:12:19,34.09%
18:12:20,22.26%
18:12:21,30.13%
18:12:23,16.76%
18:12:24,26.93%
18:12:25,26.77%
18:12:26,28.09%
18:12:28,29.89%
18:12:29,22.64%
18:12:30,42.49%
18:12:31,34.43%
18:12:33,38.72%
18:12:34,32.23%
18:12:35,32.79%
18:12:37,24.7%
18:12:39,21.54%
18:12:40,29.72%
18:12:41,25.36%
18:12:42,26.27%
18:12:44,25.6%
18:12:45,23.23%
18:12:46,34.09%
18:12:47,29.21%
18:12:49,45.06%
18:12:50,36.47%
18:12:51,40.79%
18:12:52,27.68%
18:12:54,24.15%
18:12:55,29.89%
18:12:56,22.95%
18:12:57,28.77%
18:12:59,22.35%
18:13:00,28.69%
18:13:01,24.35%
18:13:03,26.72%
18:13:04,33.52%
18:13:05,37.35%
18:13:06,39.75%
18:13:09,23.45%
18:13:11,38.2%
18:13:12,38.66%
18:13:13,21.09%
18:13:14,31.67%
18:13:16,23.46%
18:13:17,27.87%
18:13:18,27.38%
18:13:19,26.18%
18:13:21,28.23%
18:13:22,31.92%
18:13:23,38.08%
18:13:25,32.64%
18:13:26,41.08%
18:13:27,18.96%
18:13:29,31.14%
18:13:30,22.15%
18:13:31,27.96%
18:13:32,27.19%
18:13:34,24.56%
18:13:35,25.93%
18:13:36,25.81%
18:13:38,32.27%
18:13:39,35.83%
18:13:40,36.82%
18:13:42,40.0%
18:13:43,34.87%
18:13:44,32.15%
18:13:46,21.87%
18:13:47,30.16%
18:13:48,23.66%
18:13:49,30.34%
18:13:51,25.24%
18:13:52,26.57%
18:13:53,27.95%
18:13:54,21.45%
18:13:56,39.22%
18:13:57,36.08%
18:13:58,40.24%
18:14:00,33.33%
18:14:01,41.01%
18:14:02,16.59%
18:14:03,29.81%
18:14:05,23.44%
18:14:06,28.62%
18:14:07,26.65%
18:14:08,25.77%
18:14:10,32.09%
18:14:11,23.28%
18:14:12,38.64%
18:14:13,26.86%
18:14:15,42.94%
18:14:16,32.82%
18:14:17,38.15%
18:14:18,20.28%
18:14:20,28.6%
18:14:21,24.84%
18:14:22,27.39%
18:14:24,29.07%
18:14:25,23.73%
18:14:26,28.05%
18:14:27,23.28%
18:14:29,30.67%
18:14:30,30.41%
18:14:31,40.99%
18:14:32,34.3%
18:14:34,41.41%
18:14:35,24.55%
18:14:36,28.98%
18:14:37,25.64%
18:14:39,26.66%
18:14:40,27.53%
18:14:41,24.49%
18:14:42,29.77%
18:14:44,23.79%
18:14:45,30.04%
18:14:46,27.5%
18:14:47,37.83%
18:14:49,26.55%
18:14:50,41.32%
18:14:51,30.8%
18:14:52,32.45%
18:14:54,22.68%
18:14:55,29.68%
18:14:56,23.07%
18:14:57,27.27%
18:14:59,27.69%
18:15:00,25.78%
18:15:01,28.01%
18:15:02,22.93%
18:15:04,39.84%
18:15:05,37.5%
18:15:06,39.64%
18:15:07,34.75%
18:15:09,38.27%
18:15:10,20.6%
18:15:11,30.81%
18:15:12,22.17%
18:15:14,32.25%
18:15:15,20.63%
18:15:16,31.5%
18:15:17,21.74%
18:15:19,33.2%
18:15:20,30.92%
18:15:21,39.57%
18:15:22,34.79%
18:15:24,40.48%
18:15:25,35.77%
18:15:26,31.02%
18:15:27,22.33%
18:15:29,29.48%
18:15:30,25.0%
18:15:31,29.47%
18:15:32,27.36%
18:15:34,28.6%
18:15:35,27.07%
18:15:36,27.1%
18:15:37,36.0%
18:15:39,39.57%
18:15:40,42.31%
18:15:41,39.17%
18:15:42,32.52%
18:15:44,26.23%
18:15:45,25.05%
18:15:46,26.88%
18:15:47,27.17%
18:15:49,26.5%
18:15:50,30.1%
18:15:51,24.13%
18:15:52,30.94%
18:15:54,19.09%
18:15:55,45.91%
18:15:56,43.88%
18:15:57,34.98%
18:15:59,50.5%
18:16:00,25.94%
18:16:01,36.67%
18:16:02,24.36%
18:16:04,32.86%
18:16:05,27.79%
18:16:06,30.64%
18:16:08,27.32%
18:16:09,28.0%
18:16:10,32.87%
18:16:12,33.06%
18:16:13,46.73%
18:16:14,37.93%
18:16:15,45.23%
18:16:17,36.03%
18:16:18,23.95%
18:16:19,32.25%
18:16:20,24.73%
18:16:22,39.06%
18:16:23,22.17%
18:16:24,35.36%
18:16:25,25.71%
18:16:27,30.48%
18:16:28,35.55%
18:16:29,32.28%
18:16:31,46.89%
18:16:32,36.65%
18:16:33,46.69%
18:16:34,23.37%
18:16:36,34.47%
18:16:37,28.88%
18:16:38,28.45%
18:16:39,33.93%
18:16:41,23.29%
18:16:42,38.38%
18:16:43,20.71%
18:16:45,37.03%
18:16:46,40.32%
18:16:47,43.28%
18:16:48,41.78%
18:16:50,36.27%
18:16:51,43.94%
18:16:52,22.71%
18:16:53,33.95%
18:16:55,28.45%
18:16:56,29.41%
18:16:57,33.98%
18:16:58,25.05%
18:17:00,37.86%
18:17:01,19.95%
18:17:02,41.14%
18:17:04,42.03%
18:17:05,43.33%
18:17:06,42.3%
18:17:07,36.98%
18:17:09,38.28%
18:17:10,21.2%
18:17:11,37.78%
18:17:13,24.49%
18:17:14,33.06%
18:17:15,30.78%
18:17:16,29.37%
18:17:18,33.53%
18:17:19,23.81%
18:17:20,54.39%
18:17:22,37.4%
18:17:23,47.86%
18:17:24,44.11%
18:17:25,30.27%
18:17:26,34.98%
18:17:28,21.03%
18:17:29,37.42%
18:17:30,23.87%
18:17:32,32.38%
18:17:33,31.67%
18:17:34,26.7%
18:17:36,35.08%
18:17:37,36.06%
18:17:38,47.9%
18:17:39,36.73%
18:17:41,43.14%
18:17:42,34.48%
18:17:43,23.5%
18:17:44,35.54%
18:17:46,22.52%
18:17:47,38.69%
18:17:48,27.76%
18:17:49,32.0%
18:17:51,30.3%
18:17:52,27.25%
18:17:53,46.16%
18:17:54,29.93%
18:17:56,44.66%
18:17:57,43.44%
18:17:58,40.11%
18:18:00,35.89%
18:18:01,17.84%
18:18:02,37.52%
18:18:03,26.34%
18:18:05,32.92%
18:18:06,30.43%
18:18:07,26.3%
18:18:08,35.94%
18:18:10,22.41%
18:18:11,43.0%
18:18:12,45.23%
18:18:13,36.13%
18:18:15,51.72%
18:18:16,31.95%
18:18:17,31.81%
18:18:18,29.1%
18:18:20,28.71%
18:18:21,36.34%
18:18:22,22.1%
18:18:24,38.4%
18:18:25,27.13%
18:18:26,31.28%
18:18:27,42.54%
18:18:29,33.03%
18:18:30,51.03%
18:18:31,30.94%
18:18:32,45.62%
18:18:34,28.59%
18:18:35,29.28%
18:18:36,34.7%
18:18:38,22.95%
18:18:39,40.7%
18:18:40,25.92%
18:18:41,31.49%
18:18:43,34.23%
18:18:44,24.52%
18:18:45,59.3%
18:18:46,32.86%
18:18:48,48.23%
18:18:49,41.3%
18:18:50,33.13%
18:18:52,34.0%
18:18:53,21.05%
18:18:54,39.07%
18:18:55,27.34%
18:18:56,28.96%
18:18:58,35.26%
18:18:59,25.26%
18:19:00,38.25%
18:19:02,30.27%
18:19:03,42.85%
18:19:04,48.48%
18:19:05,38.47%
18:19:07,49.58%
18:19:08,23.06%
18:19:09,32.69%
18:19:10,30.21%
18:19:12,25.94%
18:19:13,37.03%
18:19:14,22.1%
18:19:15,37.9%
18:19:17,28.54%
18:19:18,28.25%
18:19:19,52.4%
18:19:20,29.75%
18:19:22,47.14%
18:19:23,40.03%
18:19:24,38.03%
18:19:25,35.74%
18:19:27,22.45%
18:19:28,38.0%
18:19:29,26.7%
18:19:31,30.33%
18:19:32,33.67%
18:19:33,20.92%
18:19:34,38.12%
18:19:36,26.88%
18:19:37,44.02%
18:19:38,47.42%
18:19:39,33.19%
18:19:41,48.03%
18:19:42,27.85%
18:19:43,28.77%
18:19:44,34.03%
18:19:46,22.88%
18:19:47,37.44%
18:19:48,25.57%
18:19:50,29.5%
18:19:51,33.01%
18:19:52,22.68%
18:19:53,46.07%
18:19:55,40.03%
18:19:56,37.59%
18:19:57,49.58%
18:19:58,26.65%
18:20:00,34.16%
18:20:01,29.2%
18:20:02,27.93%
18:20:03,37.12%
18:20:05,24.59%
18:20:06,36.04%
18:20:07,32.34%
18:20:08,27.17%
18:20:10,46.04%
18:20:11,30.47%
18:20:12,44.44%
18:20:14,39.55%
18:20:15,37.4%
18:20:16,38.85%
18:20:17,22.43%
18:20:19,35.65%
18:20:20,31.0%
18:20:21,29.38%
18:20:23,36.8%
18:20:24,19.0%
18:20:25,38.6%
18:20:26,29.78%
18:20:28,41.85%
18:20:29,51.96%
18:20:30,33.74%
18:20:32,47.41%
18:20:33,30.21%
18:20:34,26.3%
18:20:35,35.38%
18:20:37,22.22%
18:20:38,37.29%
18:20:39,28.87%
18:20:41,33.33%
18:20:42,35.55%
18:20:43,22.82%
18:20:44,48.25%
18:20:46,44.7%
18:20:47,41.39%
18:20:48,50.52%
18:20:49,31.38%
18:20:51,35.72%
18:20:52,28.98%
18:20:53,25.86%
18:20:54,38.84%
18:20:56,23.9%
18:20:57,32.77%
18:20:58,34.42%
18:20:59,24.35%
18:21:01,42.77%
18:21:02,37.1%
18:21:03,43.24%
18:21:05,43.32%
18:21:06,34.8%
18:21:07,37.85%
18:21:09,26.77%
18:21:10,31.83%
18:21:11,34.41%
18:21:12,25.68%
18:21:14,38.5%
18:21:15,25.42%
18:21:16,30.86%
18:21:17,33.59%
18:21:19,37.61%
18:21:20,48.69%
18:21:21,41.36%
18:21:22,43.89%
18:21:24,38.88%
18:21:25,20.93%
18:21:26,37.4%
18:21:27,27.0%
18:21:29,30.2%
18:21:30,34.6%
18:21:31,20.16%
18:21:32,37.47%
18:21:34,26.06%
18:21:35,42.04%
18:21:37,48.26%
18:21:38,38.25%
18:21:39,53.37%
18:21:40,34.12%
18:21:42,26.51%
18:21:43,38.8%
18:21:44,27.1%
18:21:45,32.39%
18:21:47,32.85%
18:21:48,26.4%
18:21:49,37.15%
18:21:51,26.18%
18:21:52,37.77%
18:21:53,49.4%
18:21:54,36.32%
18:21:56,50.62%
18:21:57,31.51%
18:21:58,33.2%
18:22:00,36.36%
18:22:01,20.08%
18:22:02,37.77%
18:22:03,29.72%
18:22:05,28.48%
18:22:06,39.59%
18:22:07,20.28%
18:22:09,35.49%
18:22:10,47.9%
18:22:11,40.59%
18:22:12,49.28%
18:22:14,40.28%
18:22:15,34.26%
18:22:16,35.22%
18:22:17,17.82%
18:22:19,39.21%
18:22:20,32.47%
18:22:21,26.12%
18:22:23,38.36%
18:22:24,24.74%
18:22:25,31.98%
18:22:26,50.0%
18:22:28,26.81%
18:22:29,50.71%
18:22:30,43.24%
18:22:31,36.55%
18:22:33,40.15%
18:22:34,24.0%
18:22:35,34.43%
18:22:37,35.04%
18:22:38,19.7%
18:22:39,37.73%
18:22:40,27.94%
18:22:42,29.9%
18:22:43,40.49%
18:22:44,35.35%
18:22:45,44.27%
18:22:47,45.56%
18:22:48,32.28%
18:22:49,43.92%
18:22:50,26.94%
18:22:52,30.96%
18:22:53,36.92%
18:22:54,21.84%
18:22:56,37.3%
18:22:57,32.45%
18:22:58,26.47%
18:22:59,37.91%
18:23:01,33.99%
18:23:02,45.54%
18:23:03,44.08%
18:23:05,34.33%
18:23:06,47.52%
18:23:07,25.47%
18:23:08,29.15%
18:23:10,37.24%
18:23:11,20.5%
18:23:12,38.32%
18:23:14,30.69%
18:23:15,27.25%
18:23:16,36.4%
18:23:17,29.23%
18:23:19,43.24%
18:23:20,48.7%
18:23:21,37.17%
18:23:23,49.06%
18:23:24,32.67%
18:23:25,26.79%
18:23:26,39.6%
18:23:28,24.68%
18:23:29,33.19%
18:23:30,33.79%
18:23:31,23.49%
18:23:33,39.03%
18:23:34,29.1%
18:23:35,41.63%
18:23:37,50.19%
18:23:38,40.0%
18:23:39,44.72%
18:23:41,34.34%
18:23:42,22.46%
18:23:43,38.4%
18:23:44,28.99%
18:23:46,29.08%
18:23:47,38.23%
18:23:48,24.94%
18:23:49,34.23%
18:23:51,35.4%
18:23:52,31.37%
18:23:53,51.75%
18:23:55,46.99%
18:23:56,37.97%
18:23:57,48.26%
18:23:58,22.78%
18:24:00,30.99%
18:24:01,36.49%
18:24:02,22.19%
18:24:03,37.62%
18:24:05,30.74%
18:24:06,27.38%
18:24:07,39.79%
18:24:09,24.85%
18:24:10,45.1%
18:24:11,50.53%
18:24:13,40.24%
18:24:14,45.89%
18:24:15,41.11%
18:24:16,19.53%
18:24:17,37.06%
18:24:19,32.56%
18:24:20,23.51%
18:24:21,37.6%
18:24:23,29.01%
18:24:24,28.85%
18:24:25,38.68%
18:24:26,30.0%
18:24:28,43.91%
18:24:29,50.95%
18:24:30,30.78%
18:24:31,49.38%
18:24:33,33.77%
18:24:34,27.08%
18:24:35,37.83%
18:24:36,26.93%
18:24:38,31.85%
18:24:39,39.62%
18:24:40,24.32%
18:24:41,27.09%
18:24:43,39.71%
18:24:44,45.2%
18:24:45,34.76%
18:24:47,49.42%
18:24:48,39.44%
18:24:49,25.39%
18:24:50,39.76%
18:24:52,37.0%
18:24:53,16.18%
18:24:54,38.17%
18:24:56,38.96%
18:24:57,17.93%
18:24:58,38.14%
18:25:00,40.29%
18:25:01,28.51%
18:25:02,42.29%
18:25:03,51.59%
18:25:05,40.47%
18:25:06,36.72%
18:25:07,40.78%
18:25:09,25.65%
18:25:10,33.91%
18:25:11,35.12%
18:25:12,22.94%
18:25:14,37.97%
18:25:15,33.26%
18:25:16,25.97%
18:25:18,37.21%
18:25:19,41.92%
18:25:20,39.75%
18:25:21,47.08%
18:25:23,37.09%
18:25:24,38.52%
18:25:25,37.08%
18:25:27,20.04%
18:25:28,39.71%
18:25:29,33.59%
18:25:30,26.01%
18:25:32,37.08%
18:25:33,31.34%
18:25:34,29.7%
18:25:35,53.3%
18:25:37,36.24%
18:25:38,41.27%
18:25:39,47.74%
18:25:41,25.46%
18:25:42,36.76%
18:25:43,33.33%
18:25:44,24.75%
18:25:46,39.07%
18:25:47,32.01%
18:25:48,27.08%
18:25:49,39.67%
