time,cpu
18:25:51,29.44%
18:25:52,35.47%
18:25:53,49.49%
18:25:55,43.2%
18:25:56,44.98%
18:25:57,50.0%
18:25:58,22.03%
18:26:00,35.58%
18:26:01,34.95%
18:26:02,19.75%
18:26:03,38.8%
18:26:05,32.64%
18:26:06,25.15%
18:26:07,39.24%
18:26:08,31.71%
18:26:10,38.19%
18:26:11,49.89%
18:26:12,41.44%
18:26:13,38.79%
18:26:15,48.0%
18:26:16,28.57%
18:26:17,26.95%
18:26:19,42.29%
18:26:20,25.7%
18:26:21,32.33%
18:26:22,39.43%
18:26:24,21.38%
18:26:25,35.65%
18:26:26,42.44%
18:26:27,30.37%
18:26:29,47.26%
18:26:30,50.63%
18:26:31,33.58%
18:26:32,44.21%
18:26:34,29.42%
18:26:35,26.66%
18:26:36,35.35%
18:26:37,30.51%
18:26:39,27.1%
18:26:40,36.94%
18:26:41,27.92%
18:26:43,30.59%
18:26:44,40.78%
18:26:45,36.97%
18:26:46,41.86%
18:26:48,52.64%
18:26:49,34.82%
18:26:50,32.99%
18:26:51,35.39%
18:26:53,22.19%
18:26:54,32.04%
18:26:55,35.29%
18:26:56,22.99%
18:26:58,37.39%
18:26:59,37.19%
18:27:00,23.1%
18:27:01,39.6%
18:27:03,52.21%
18:27:04,29.19%
18:27:05,53.58%
18:27:06,46.52%
18:27:08,24.3%
18:27:09,36.87%
18:27:10,32.52%
18:27:12,26.68%
18:27:13,37.78%
18:27:14,28.87%
18:27:15,26.26%
18:27:17,38.0%
18:27:18,28.54%
18:27:19,38.95%
18:27:20,48.16%
18:27:22,42.05%
18:27:23,39.83%
18:27:24,41.96%
18:27:25,28.95%
18:27:27,23.29%
18:27:28,38.97%
18:27:29,30.47%
18:27:30,27.25%
18:27:32,39.14%
18:27:33,30.29%
18:27:34,28.24%
18:27:35,36.96%
18:27:37,38.54%
18:27:38,37.19%
18:27:39,49.52%
18:27:41,38.41%
18:27:42,39.41%
18:27:43,40.76%
18:27:44,25.43%
18:27:46,32.84%
18:27:47,38.12%
18:27:48,24.21%
18:27:49,35.24%
18:27:51,36.75%
18:27:52,22.54%
18:27:53,38.41%
18:27:55,52.74%
18:27:56,35.56%
18:27:57,50.92%
18:27:58,40.11%
18:28:00,25.34%
18:28:01,36.85%
18:28:02,30.42%
18:28:03,28.45%
18:28:05,37.86%
18:28:06,29.56%
18:28:07,27.08%
18:28:09,38.27%
18:28:10,30.42%
18:28:11,40.77%
18:28:12,49.79%
18:28:14,42.85%
18:28:15,38.58%
18:28:16,44.8%
18:28:17,28.63%
18:28:18,28.38%
18:28:20,37.5%
18:28:21,29.07%
18:28:22,28.1%
18:28:23,38.88%
18:28:25,28.97%
18:28:26,26.64%
18:28:27,37.67%
18:28:29,41.98%
18:28:30,27.12%
18:28:31,42.3%
18:28:32,45.64%
18:28:34,26.8%
18:28:35,38.58%
18:28:36,28.82%
18:28:37,26.14%
18:28:39,38.76%
18:28:40,32.55%
18:28:41,25.55%
18:28:43,36.36%
18:28:44,31.04%
18:28:45,38.0%
18:28:46,47.66%
18:28:48,46.4%
18:28:49,40.0%
18:28:50,47.4%
18:28:51,41.14%
18:28:53,27.8%
18:28:54,41.78%
18:28:55,35.92%
18:28:56,22.44%
18:28:58,38.2%
18:28:59,33.33%
18:29:00,25.05%
18:29:01,38.82%
18:29:03,48.87%
18:29:04,28.96%
18:29:05,48.59%
18:29:06,42.17%
18:29:08,21.16%
18:29:09,39.79%
18:29:10,35.08%
18:29:12,20.62%
18:29:13,39.09%
18:29:14,36.79%
18:29:15,21.91%
18:29:16,35.85%
18:29:18,35.88%
18:29:19,30.62%
18:29:20,43.13%
18:29:22,46.98%
18:29:23,39.66%
18:29:24,41.34%
18:29:25,42.68%
18:29:27,24.22%
18:29:28,29.62%
18:29:29,39.51%
18:29:30,23.01%
18:29:32,33.67%
18:29:33,40.04%
18:29:34,27.87%
18:29:35,32.64%
18:29:37,50.89%
18:29:38,39.58%
18:29:39,42.08%
18:29:40,48.47%
18:29:42,29.6%
18:29:43,29.91%
18:29:44,38.72%
18:29:46,25.47%
18:29:47,32.54%
18:29:48,34.89%
18:29:49,23.82%
18:29:50,28.04%
18:29:52,37.86%
18:29:53,36.65%
18:29:54,39.78%
18:29:55,49.38%
18:29:57,41.5%
18:29:58,36.03%
18:29:59,43.21%
18:30:00,32.65%
18:30:02,23.27%
18:30:03,38.11%
18:30:04,32.86%
18:30:05,24.84%
18:30:07,38.0%
18:30:08,32.93%
18:30:09,23.07%
18:30:11,48.35%
18:30:12,50.61%
18:30:13,35.91%
18:30:14,50.21%
18:30:16,43.44%
18:30:17,20.58%
18:30:18,38.86%
18:30:19,33.86%
18:30:21,13.92%
18:30:22,36.9%
18:30:23,37.57%
18:30:24,23.22%
18:30:26,40.24%
18:30:27,38.74%
18:30:28,32.44%
18:30:29,45.1%
18:30:31,49.68%
18:30:32,37.69%
18:30:33,35.62%
18:30:34,38.68%
18:30:36,25.49%
18:30:37,30.87%
18:30:38,39.54%
18:30:39,27.41%
18:30:41,30.14%
18:30:42,39.71%
18:30:43,32.35%
18:30:45,34.09%
18:30:46,47.87%
18:30:47,41.9%
18:30:48,37.98%
18:30:50,46.57%
18:30:51,37.8%
18:30:52,23.56%
18:30:53,38.79%
18:30:55,37.37%
18:30:56,22.26%
18:30:57,38.52%
18:30:58,37.14%
18:31:00,24.01%
18:31:01,33.75%
18:31:02,50.19%
18:31:03,38.11%
18:31:05,43.98%
18:31:06,49.9%
18:31:07,29.62%
18:31:08,29.21%
18:31:10,36.83%
18:31:11,30.05%
18:31:12,28.68%
18:31:14,39.4%
18:31:15,33.47%
18:31:16,26.17%
18:31:17,38.86%
18:31:19,39.08%
18:31:20,30.07%
18:31:21,51.07%
18:31:22,46.5%
18:31:24,34.74%
18:31:25,40.95%
18:31:26,36.74%
18:31:27,21.07%
18:31:29,39.3%
18:31:30,37.97%
18:31:31,25.56%
18:31:32,32.73%
18:31:34,38.72%
18:31:35,27.34%
18:31:36,41.51%
18:31:37,48.71%
18:31:39,43.91%
18:31:40,37.15%
18:31:41,45.43%
18:31:43,36.96%
18:31:44,23.46%
18:31:45,38.57%
18:31:46,36.23%
18:31:47,22.12%
18:31:49,37.72%
18:31:50,38.96%
18:31:51,22.15%
18:31:53,34.44%
18:31:54,56.04%
18:31:55,36.07%
18:31:56,42.85%
18:31:58,49.79%
18:31:59,31.64%
18:32:00,28.83%
18:32:01,37.65%
18:32:03,32.0%
18:32:04,28.74%
18:32:05,38.87%
18:32:07,31.89%
18:32:08,25.83%
18:32:09,38.57%
18:32:10,45.16%
18:32:11,28.72%
18:32:13,51.35%
18:32:14,52.31%
18:32:15,34.43%
18:32:16,32.79%
18:32:18,38.17%
18:32:19,27.89%
18:32:20,31.09%
18:32:22,38.58%
18:32:23,31.81%
18:32:24,28.05%
18:32:25,41.02%
18:32:26,36.12%
18:32:28,32.78%
18:32:29,50.2%
18:32:30,45.16%
18:32:31,33.19%
18:32:33,40.62%
18:32:34,40.08%
18:32:35,25.8%
18:32:36,30.46%
18:32:38,37.93%
18:32:39,31.48%
18:32:40,28.75%
18:32:41,38.2%
18:32:43,34.81%
18:32:44,24.3%
18:32:45,54.79%
18:32:47,46.57%
18:32:48,36.3%
18:32:49,49.79%
18:32:50,44.01%
18:32:52,21.48%
18:32:53,34.73%
18:32:54,38.2%
18:32:55,27.34%
18:32:57,30.75%
18:32:58,41.0%
18:32:59,32.0%
18:33:00,29.02%
18:33:02,40.82%
18:33:03,46.54%
18:33:04,33.13%
18:33:05,50.0%
18:33:06,49.69%
18:33:08,20.0%
18:33:09,37.04%
18:33:10,36.91%
18:33:11,28.39%
18:33:13,31.65%
18:33:14,39.14%
18:33:15,31.26%
18:33:16,28.01%
18:33:18,38.99%
18:33:19,45.04%
18:33:20,29.91%
18:33:21,53.31%
18:33:22,46.28%
18:33:24,29.91%
18:33:25,38.05%
18:33:26,37.31%
18:33:27,24.58%
18:33:29,31.11%
18:33:30,38.62%
18:33:31,32.02%
18:33:32,27.58%
18:33:34,37.84%
18:33:35,32.8%
18:33:36,35.89%
18:33:37,50.42%
18:33:39,48.45%
18:33:40,37.34%
18:33:41,40.85%
18:33:42,42.12%
18:33:44,24.03%
18:33:45,30.3%
18:33:46,40.63%
18:33:47,32.09%
18:33:49,26.39%
18:33:50,40.0%
18:33:51,39.16%
18:33:52,21.47%
18:33:53,48.88%
18:33:55,46.83%
18:33:56,29.52%
18:33:57,26.99%
18:33:58,41.74%
18:34:00,37.94%
18:34:01,20.33%
18:34:02,36.47%
18:34:03,39.95%
18:34:05,24.89%
18:34:06,33.54%
18:34:07,38.46%
18:34:08,30.72%
18:34:10,28.69%
18:34:11,49.7%
18:34:12,47.66%
18:34:13,35.72%
18:34:15,48.02%
18:34:16,44.48%
18:34:17,27.66%
18:34:18,30.57%
18:34:20,37.83%
18:34:21,32.85%
18:34:22,25.72%
18:34:23,40.21%
18:34:24,37.21%
18:34:26,22.12%
18:34:27,38.35%
18:34:28,54.63%
18:34:29,38.83%
18:34:31,43.42%
18:34:32,49.7%
18:34:33,35.3%
18:34:34,22.22%
18:34:36,37.55%
18:34:37,38.41%
18:34:38,23.51%
18:34:39,36.38%
18:34:40,39.7%
18:34:42,29.26%
18:34:43,31.26%
18:34:44,38.62%
18:34:46,48.26%
18:34:47,33.26%
18:34:48,47.83%
18:34:49,50.42%
18:34:50,25.69%
18:34:52,32.34%
18:34:53,38.46%
18:34:54,30.41%
18:34:55,26.54%
18:34:57,37.47%
18:34:58,35.37%
18:34:59,24.32%
18:35:00,37.86%
18:35:02,45.85%
18:35:03,35.87%
18:35:04,44.3%
18:35:05,51.97%
18:35:07,39.05%
18:35:08,27.67%
18:35:09,38.15%
18:35:10,32.93%
18:35:12,24.21%
18:35:13,39.24%
18:35:14,37.78%
18:35:15,25.15%
18:35:16,30.35%
18:35:18,37.73%
18:35:19,46.39%
18:35:20,29.48%
18:35:21,52.71%
18:35:23,51.48%
18:35:24,26.35%
18:35:25,37.71%
18:35:26,38.25%
18:35:28,29.17%
18:35:29,29.48%
18:35:30,39.01%
18:35:31,33.93%
18:35:33,25.54%
18:35:34,38.52%
18:35:35,37.77%
18:35:36,36.47%
18:35:38,46.86%
18:35:39,48.61%
18:35:40,39.71%
18:35:41,29.52%
18:35:43,37.21%
18:35:44,37.81%
18:35:45,22.61%
18:35:46,37.47%
18:35:48,38.92%
18:35:49,29.15%
18:35:50,29.03%
18:35:51,40.63%
18:35:52,42.56%
18:35:54,30.0%
18:35:55,49.59%
18:35:56,50.71%
18:35:58,32.12%
18:35:59,38.52%
18:36:00,37.98%
18:36:01,31.56%
18:36:02,26.59%
18:36:04,38.8%
18:36:05,38.49%
18:36:06,24.78%
18:36:07,36.83%
18:36:09,39.53%
18:36:10,40.08%
18:36:11,36.19%
18:36:12,47.78%
18:36:14,45.6%
18:36:15,27.6%
18:36:16,40.85%
18:36:17,39.66%
18:36:19,26.06%
18:36:20,32.7%
18:36:21,39.78%
18:36:22,34.74%
18:36:23,25.9%
18:36:25,38.04%
18:36:26,38.87%
18:36:27,35.8%
18:36:28,44.09%
18:36:30,49.69%
18:36:31,43.93%
18:36:32,32.15%
18:36:33,41.89%
18:36:35,37.17%
18:36:36,21.9%
18:36:37,37.02%
18:36:38,37.52%
18:36:40,30.1%
18:36:41,31.26%
18:36:42,40.42%
18:36:43,35.91%
18:36:44,35.57%
18:36:46,51.48%
18:36:47,50.94%
18:36:48,37.44%
18:36:49,32.07%
18:36:51,40.67%
18:36:52,34.14%
18:36:53,20.42%
18:36:54,37.75%
18:36:56,39.49%
18:36:57,28.39%
18:36:58,30.56%
18:36:59,37.16%
18:37:01,33.46%
18:37:02,32.4%
18:37:03,46.95%
18:37:04,49.18%
18:37:05,38.26%
18:37:07,35.21%
18:37:08,39.33%
18:37:09,35.68%
18:37:10,21.61%
18:37:12,39.45%
18:37:13,38.75%
18:37:14,29.89%
18:37:15,30.02%
18:37:17,38.31%
18:37:18,39.65%
18:37:19,31.04%
18:37:20,43.52%
18:37:21,49.69%
18:37:23,42.61%
18:37:24,41.15%
18:37:25,48.7%
18:37:26,45.92%
18:37:28,20.71%
18:37:29,34.29%
18:37:30,37.78%
18:37:31,30.6%
18:37:33,28.57%
18:37:34,39.4%
18:37:35,38.54%
18:37:36,23.54%
18:37:38,43.05%
18:37:39,51.02%
18:37:40,43.18%
18:37:41,42.25%
18:37:43,48.38%
18:37:44,40.48%
18:37:45,20.94%
18:37:46,36.19%
18:37:48,39.54%
18:37:49,29.1%
18:37:50,24.26%
18:37:51,38.6%
18:37:53,40.88%
18:37:54,24.53%
18:37:55,46.21%
18:37:56,49.89%
18:37:58,43.81%
18:37:59,41.66%
18:38:00,45.54%
18:38:01,40.16%
18:38:02,24.24%
18:38:04,35.63%
18:38:05,39.45%
18:38:06,33.33%
18:38:07,27.11%
18:38:09,38.77%
18:38:10,37.29%
18:38:11,26.4%
18:38:12,44.74%
18:38:14,50.41%
18:38:15,49.89%
18:38:16,37.0%
18:38:17,46.68%
18:38:19,41.49%
18:38:20,23.04%
18:38:21,31.17%
18:38:22,38.94%
18:38:24,36.32%
18:38:25,22.98%
18:38:26,40.68%
18:38:27,39.62%
18:38:28,31.74%
18:38:30,35.97%
18:38:31,46.78%
18:38:32,48.97%
18:38:34,38.4%
18:38:35,37.21%
18:38:36,36.46%
18:38:37,33.12%
18:38:38,22.22%
18:38:40,43.2%
18:38:41,38.12%
18:38:42,27.05%
18:38:43,29.35%
18:38:45,38.2%
18:38:46,36.61%
18:38:47,33.6%
18:38:48,48.17%
18:38:50,51.35%
18:38:51,37.29%
18:38:52,31.94%
18:38:53,41.16%
18:38:54,37.96%
18:38:56,24.84%
18:38:57,34.97%
18:38:58,38.68%
18:38:59,34.57%
18:39:01,26.4%
18:39:02,38.87%
18:39:03,37.3%
18:39:04,37.67%
18:39:06,44.15%
18:39:07,50.93%
18:39:08,47.69%
18:39:09,23.62%
18:39:11,38.95%
18:39:12,36.05%
18:39:13,28.39%
18:39:14,31.74%
18:39:16,39.01%
18:39:17,34.31%
18:39:18,26.07%
18:39:19,38.83%
18:39:21,47.77%
18:39:22,37.8%
18:39:23,40.2%
18:39:24,50.0%
18:39:26,47.89%
18:39:27,19.23%
18:39:28,35.37%
18:39:29,38.6%
18:39:30,31.37%
18:39:32,26.0%
18:39:33,38.75%
18:39:34,38.04%
18:39:35,27.95%
18:39:37,30.54%
18:39:38,51.0%
18:39:39,42.85%
18:39:40,39.24%
18:39:42,51.34%
18:39:43,45.24%
18:39:44,28.66%
18:39:45,30.36%
18:39:47,39.21%
18:39:48,37.98%
18:39:49,22.95%
18:39:50,34.15%
18:39:51,40.29%
18:39:53,33.6%
18:39:54,26.19%
18:39:55,49.49%
18:39:56,51.29%
18:39:58,42.12%
18:39:59,39.55%
18:40:00,45.97%
18:40:01,38.55%
18:40:03,20.59%
18:40:04,31.45%
18:40:05,39.57%
18:40:06,36.9%
18:40:08,22.6%
18:40:09,39.33%
18:40:10,39.95%
18:40:11,29.88%
18:40:12,35.05%
18:40:14,47.84%
18:40:15,50.51%
18:40:16,40.7%
18:40:17,37.57%
18:40:19,41.41%
18:40:20,36.94%
18:40:21,25.45%
18:40:22,31.72%
18:40:24,38.02%
18:40:25,35.93%
18:40:26,23.75%
18:40:27,38.87%
18:40:29,37.6%
18:40:30,42.57%
18:40:31,32.07%
18:40:32,50.73%
18:40:34,46.1%
18:40:35,31.44%
18:40:36,32.13%
18:40:37,37.93%
18:40:38,34.15%
18:40:40,23.29%
18:40:41,40.04%
18:40:42,40.37%
18:40:43,28.0%
18:40:45,26.9%
18:40:46,38.31%
18:40:47,54.82%
18:40:48,39.16%
18:40:50,42.06%
18:40:51,45.84%
18:40:52,42.97%
18:40:53,17.7%
18:40:55,36.56%
18:40:56,38.83%
18:40:57,35.31%
18:40:58,26.96%
18:41:00,38.88%
18:41:01,38.22%
18:41:02,31.21%
18:41:03,32.24%
18:41:05,50.31%
18:41:06,48.89%
18:41:07,38.44%
18:41:08,41.48%
18:41:09,43.44%
18:41:11,35.68%
18:41:12,22.64%
18:41:13,38.31%
18:41:14,38.77%
18:41:16,33.47%
18:41:17,27.91%
18:41:18,39.41%
18:41:19,38.06%
18:41:21,28.57%
18:41:22,46.18%
18:41:23,53.03%
18:41:24,50.2%
18:41:26,36.38%
18:41:27,37.19%
18:41:28,38.35%
18:41:29,37.7%
18:41:30,23.75%
18:41:32,35.72%
18:41:33,38.41%
18:41:34,35.83%
18:41:35,19.15%
18:41:37,39.17%
18:41:38,42.27%
18:41:39,44.04%
18:41:40,35.97%
18:41:42,48.53%
18:41:43,50.0%
18:41:44,18.49%
18:41:45,29.52%
18:41:47,36.43%
18:41:48,39.4%
18:41:49,23.7%
18:41:50,37.44%
18:41:51,39.36%
18:41:53,33.6%
18:41:54,25.0%
18:41:55,44.29%
18:41:57,51.85%
18:41:58,41.68%
18:41:59,43.65%
18:42:00,48.84%
18:42:01,40.65%
18:42:03,25.31%
18:42:04,32.57%
18:42:05,37.91%
18:42:06,35.48%
18:42:08,21.65%
18:42:09,38.04%
18:42:10,39.49%
18:42:11,33.33%
18:42:13,32.18%
18:42:14,50.42%
18:42:15,51.84%
18:42:16,42.31%
18:42:18,33.06%
18:42:19,42.67%
18:42:20,39.23%
18:42:21,30.32%
18:42:22,27.64%
18:42:24,39.46%
18:42:25,38.38%
18:42:26,21.26%
18:42:27,33.6%
18:42:29,39.53%
18:42:30,51.39%
18:42:31,28.04%
18:42:32,46.15%
18:42:34,48.89%
18:42:35,44.93%
18:42:36,17.83%
18:42:37,37.8%
18:42:39,37.97%
18:42:40,34.1%
18:42:41,26.66%
18:42:42,40.16%
18:42:43,39.7%
18:42:45,32.92%
18:42:46,25.47%
18:42:47,50.67%
18:42:48,50.31%
18:42:50,44.39%
18:42:51,39.12%
18:42:52,43.29%
18:42:53,42.71%
18:42:55,30.44%
18:42:56,30.35%
18:42:57,39.11%
18:42:58,38.36%
18:43:00,25.44%
18:43:01,32.17%
18:43:02,38.91%
18:43:03,39.66%
18:43:05,32.84%
18:43:06,47.22%
18:43:07,51.07%
18:43:08,48.63%
18:43:09,23.6%
18:43:11,41.35%
18:43:12,39.61%
18:43:13,32.92%
18:43:14,25.42%
18:43:16,38.76%
18:43:17,40.47%
18:43:18,30.27%
18:43:19,28.38%
18:43:21,39.91%
18:43:22,56.25%
18:43:23,41.84%
18:43:24,38.95%
18:43:26,52.21%
18:43:27,44.82%
18:43:28,24.74%
18:43:29,29.79%
18:43:30,39.3%
18:43:32,39.15%
18:43:33,23.73%
18:43:34,32.43%
18:43:35,40.46%
18:43:37,39.01%
18:43:38,20.24%
18:43:39,47.87%
18:43:40,48.37%
18:43:42,48.47%
18:43:43,32.34%
18:43:44,42.58%
18:43:45,37.73%
18:43:47,35.34%
18:43:48,21.93%
18:43:49,40.16%
18:43:50,38.7%
18:43:52,35.55%
18:43:53,25.26%
18:43:54,38.91%
18:43:55,36.94%
18:43:57,47.76%
18:43:58,35.44%
18:43:59,48.84%
18:44:00,52.78%
18:44:01,33.05%
18:44:03,23.57%
18:44:04,38.95%
18:44:05,39.91%
18:44:06,30.47%
18:44:08,29.28%
18:44:09,37.29%
18:44:10,38.08%
18:44:11,29.32%
18:44:13,31.61%
18:44:14,54.14%
18:44:15,52.16%
18:44:16,40.71%
18:44:17,42.46%
18:44:19,41.51%
18:44:20,39.18%
18:44:21,27.46%
18:44:22,31.04%
18:44:24,38.68%
18:44:25,39.74%
18:44:26,26.61%
18:44:27,33.06%
18:44:29,38.87%
18:44:30,36.94%
18:44:31,34.45%
18:44:32,45.94%
18:44:33,50.84%
18:44:35,52.99%
18:44:36,27.07%
18:44:37,34.71%
18:44:38,39.83%
18:44:40,36.19%
18:44:41,23.93%
18:44:42,35.62%
18:44:43,38.63%
18:44:45,36.95%
18:44:46,23.83%
18:44:47,39.39%
18:44:48,52.95%
18:44:50,43.0%
18:44:51,33.4%
18:44:52,46.38%
18:44:53,42.41%
18:44:54,37.86%
18:44:56,22.51%
18:44:57,37.57%
18:44:58,39.69%
18:44:59,34.59%
18:45:01,21.14%
18:45:02,39.25%
18:45:03,38.79%
18:45:04,37.86%
18:45:06,35.67%
18:45:07,50.4%
18:45:08,53.61%
18:45:09,46.76%
18:45:11,22.53%
18:45:12,41.39%
18:45:13,38.81%
18:45:14,32.5%
18:45:15,25.73%
18:45:17,39.49%
18:45:18,39.12%
18:45:19,32.98%
18:45:20,25.15%
18:45:22,38.79%
18:45:23,54.09%
18:45:24,43.63%
18:45:25,36.55%
18:45:27,50.6%
18:45:28,43.93%
18:45:29,31.48%
18:45:30,25.97%
18:45:32,39.12%
18:45:33,37.9%
18:45:34,30.91%
18:45:35,27.82%
18:45:37,40.04%
18:45:38,38.71%
18:45:39,33.46%
18:45:40,36.55%
18:45:41,46.95%
18:45:43,51.25%
18:45:44,46.25%
18:45:45,26.0%
18:45:46,39.03%
18:45:48,40.38%
18:45:49,31.03%
18:45:50,26.84%
18:45:51,38.7%
18:45:53,37.86%
18:45:54,31.12%
18:45:55,29.12%
18:45:56,42.64%
18:45:58,55.41%
18:45:59,45.9%
18:46:00,36.44%
18:46:01,47.85%
18:46:03,43.14%
18:46:04,39.66%
18:46:05,31.44%
18:46:06,28.13%
18:46:07,42.67%
18:46:09,40.92%
18:46:10,40.88%
18:46:11,27.43%
18:46:12,29.93%
18:46:14,44.33%
18:46:15,57.05%
18:46:16,49.69%
18:46:17,32.27%
18:46:19,44.79%
18:46:20,43.51%
18:46:21,39.5%
18:46:22,31.83%
18:46:24,22.8%
18:46:25,40.82%
18:46:26,40.87%
18:46:27,40.99%
18:46:29,28.72%
18:46:30,29.78%
18:46:31,45.98%
18:46:32,44.06%
18:46:34,47.69%
18:46:35,37.57%
18:46:36,43.07%
18:46:38,42.46%
18:46:39,41.54%
18:46:40,34.59%
18:46:41,23.06%
18:46:43,40.44%
18:46:44,41.04%
18:46:45,41.18%
18:46:46,33.68%
18:46:47,24.17%
18:46:49,50.8%
18:46:50,38.29%
18:46:51,31.36%
18:46:53,37.8%
18:46:54,38.92%
18:46:55,40.0%
18:46:56,40.82%
18:46:58,39.71%
18:46:59,20.17%
18:47:00,37.7%
18:47:01,39.26%
18:47:02,40.62%
18:47:04,32.52%
18:47:05,22.48%
18:47:06,54.21%
18:47:07,51.46%
18:47:09,54.58%
18:47:10,43.48%
18:47:11,34.24%
18:47:12,43.09%
18:47:14,39.38%
18:47:15,40.24%
18:47:16,42.03%
18:47:17,40.66%
18:47:19,40.24%
18:47:20,32.92%
18:47:21,27.4%
18:47:22,33.26%
18:47:24,30.98%
18:47:25,40.37%
18:47:26,28.22%
18:47:27,49.48%
18:47:29,31.11%
18:47:30,48.95%
18:47:31,51.2%
18:47:32,52.33%
18:47:33,42.82%
18:47:35,33.6%
18:47:36,52.25%
18:47:37,48.28%
18:47:38,41.71%
18:47:40,30.76%
18:47:41,44.55%
18:47:42,52.68%
18:47:43,50.62%
18:47:45,48.97%
