time,down,up,down_speed,up_speed
17:58:51,0.1015625,0.88671875,0.73,6.33,
17:58:52,0.30078125,0.9375,0.16,0.04,
17:58:53,1.486328125,3.0068359375,1.05,1.84,
17:58:54,2.228515625,4.1904296875,0.65,1.03,
17:58:55,2.625,4.787109375,0.35,0.53,
17:58:57,2.625,4.787109375,0.0,0.0,
17:58:58,2.625,4.787109375,0.0,0.0,
17:58:59,2.673828125,4.8291015625,0.04,0.04,
17:59:00,2.673828125,4.8291015625,0.0,0.0,
17:59:01,2.673828125,6.3115234375,0.0,1.28,
17:59:02,27.0966796875,14.8935546875,21.56,7.57,
17:59:04,269.8681640625,33.2041015625,203.5,15.35,
17:59:05,269.9169921875,33.24609375,0.04,0.04,
17:59:06,269.9169921875,33.24609375,0.0,0.0,
17:59:07,269.9169921875,33.24609375,0.0,0.0,
17:59:08,270.0205078125,33.3896484375,0.09,0.12,
17:59:09,270.0205078125,33.4287109375,0.0,0.03,
17:59:10,270.0205078125,34.8359375,0.0,1.24,
17:59:12,295.4228515625,37.6796875,21.49,2.41,
17:59:13,1730.7412109375,65.119140625,1240.55,23.72,
17:59:14,3206.4560546875,96.64453125,1219.6,26.05,
17:59:15,4153.7353515625,117.890625,777.73,17.44,
17:59:16,4785.267578125,133.828125,536.11,13.53,
17:59:18,5734.880859375,161.505859375,773.93,22.56,
17:59:19,5840.515625,169.3310546875,93.15,6.9,
17:59:20,5840.5966796875,169.3818359375,0.07,0.04,
17:59:21,5840.5966796875,169.3818359375,0.0,0.0,
17:59:22,5840.5966796875,169.3818359375,0.0,0.0,
17:59:23,5840.7880859375,169.71875,0.17,0.3,
17:59:24,5840.7880859375,169.71875,0.0,0.0,
17:59:26,5840.8388671875,169.76953125,0.04,0.04,
17:59:27,5841.4208984375,170.5087890625,0.49,0.63,
17:59:28,5841.5146484375,170.6025390625,0.08,0.08,
17:59:29,5843.517578125,174.416015625,1.75,3.34,
17:59:30,6581.3115234375,190.3056640625,645.49,13.9,
17:59:31,8006.5849609375,218.2119140625,1171.14,22.93,
17:59:33,8533.724609375,231.2939453125,443.35,11.0,
17:59:34,8760.3701171875,236.2724609375,195.55,4.3,
17:59:35,8777.0439453125,238.6064453125,14.45,2.02,
17:59:36,8777.0439453125,238.6064453125,0.0,0.0,
17:59:37,8777.1767578125,238.884765625,0.12,0.25,
17:59:38,8777.1767578125,238.884765625,0.0,0.0,
17:59:40,8777.2158203125,239.0693359375,0.03,0.15,
17:59:41,8777.2158203125,239.0693359375,0.0,0.0,
17:59:42,8777.2158203125,239.1083984375,0.0,0.03,
17:59:43,8777.3681640625,239.2607421875,0.13,0.13,
17:59:44,8777.3681640625,239.2607421875,0.0,0.0,
17:59:45,8777.3681640625,239.2607421875,0.0,0.0,
17:59:47,8779.244140625,242.6298828125,1.62,2.9,
17:59:48,8779.337890625,242.7236328125,0.08,0.08,
17:59:49,8779.337890625,242.7236328125,0.0,0.0,
