time,down,up,down_speed,up_speed
17:16:57,0.6484375,0.05078125,4.84,0.38,
17:16:58,0.8984375,1.5234375,0.2,1.19,
17:16:59,2.134765625,3.9365234375,1.05,2.05,
17:17:01,2.478515625,4.0380859375,0.3,0.09,
17:17:02,2.52734375,4.087890625,0.04,0.04,
17:17:03,2.52734375,4.087890625,0.0,0.0,
17:17:04,2.52734375,4.087890625,0.0,0.0,
17:17:05,2.576171875,4.1298828125,0.04,0.03,
17:17:06,2.576171875,4.1298828125,0.0,0.0,
17:17:08,2.677734375,5.89453125,0.09,1.53,
17:17:09,28.3828125,18.080078125,22.61,10.72,
17:17:10,144.9794921875,26.2822265625,99.49,7.0,
17:17:11,145.0283203125,26.32421875,0.04,0.03,
17:17:12,145.0283203125,26.32421875,0.0,0.0,
17:17:13,145.0283203125,26.32421875,0.0,0.0,
17:17:15,145.1708984375,26.4677734375,0.12,0.12,
17:17:16,145.1708984375,26.564453125,0.0,0.08,
17:17:17,157.6728515625,26.978515625,10.38,0.34,
17:17:18,637.109375,41.23046875,429.99,12.78,
17:17:19,2107.880859375,73.078125,1201.61,26.02,
17:17:21,2954.5517578125,94.017578125,686.12,16.97,
17:17:22,3272.083984375,104.1669921875,281.75,9.01,
17:17:23,3539.517578125,116.064453125,222.12,9.88,
17:17:24,4736.65234375,152.6474609375,1047.36,32.01,
17:17:25,4902.876953125,158.888671875,144.92,5.44,
