time,down,up,down_speed,up_speed
16:57:11,0.6484375,0.05078125,4.21,0.33,
16:57:12,0.8984375,0.9375,0.2,0.7,
16:57:13,1.44140625,2.62109375,0.47,1.47,
16:57:14,2.4296875,3.8046875,0.86,1.03,
16:57:15,2.82421875,4.90625,0.35,0.97,
16:57:17,2.82421875,4.90625,0.0,0.0,
16:57:18,2.82421875,4.90625,0.0,0.0,
16:57:19,2.82421875,4.90625,0.0,0.0,
16:57:20,2.82421875,4.90625,0.0,0.0,
16:57:21,2.82421875,4.90625,0.0,0.0,
16:57:22,2.82421875,4.90625,0.0,0.0,
16:57:24,2.82421875,4.90625,0.0,0.0,
16:57:25,2.82421875,4.90625,0.0,0.0,
16:57:26,2.82421875,4.90625,0.0,0.0,
16:57:27,2.82421875,4.90625,0.0,0.0,
16:57:28,2.82421875,4.90625,0.0,0.0,
16:57:29,2.82421875,4.90625,0.0,0.0,
16:57:30,2.82421875,4.90625,0.0,0.0,
16:57:32,3.5439453125,7.0146484375,0.61,1.79,
16:57:33,112.6630859375,20.255859375,96.4,11.7,
16:57:34,1523.2412109375,60.5,1226.59,34.99,
16:57:35,2911.3857421875,92.837890625,1188.48,27.69,
16:57:36,3034.646484375,98.2216796875,107.93,4.71,
16:57:37,3034.740234375,98.3154296875,0.08,0.08,
16:57:39,3034.740234375,98.3154296875,0.0,0.0,
16:57:40,3035.130859375,98.7529296875,0.32,0.36,
16:57:41,3035.541015625,98.8662109375,0.35,0.1,
16:57:42,3035.646484375,99.0185546875,0.09,0.13,
16:57:43,3035.705078125,99.0185546875,0.05,0.0,
16:57:44,3035.705078125,99.0185546875,0.0,0.0,
16:57:45,3036.052734375,99.1318359375,0.31,0.1,
16:57:47,3036.103515625,99.1318359375,0.04,0.0,
16:57:48,3036.158203125,99.2255859375,0.05,0.08,
16:57:49,3036.158203125,99.2255859375,0.0,0.0,
16:57:50,3036.158203125,99.2255859375,0.0,0.0,
16:57:51,3036.158203125,99.2255859375,0.0,0.0,
16:57:52,3036.271484375,99.3779296875,0.1,0.13,
16:57:54,3036.271484375,99.3779296875,0.0,0.0,
16:57:55,3036.271484375,99.3779296875,0.0,0.0,
16:57:56,3036.271484375,99.3779296875,0.0,0.0,
16:57:57,3036.869140625,100.0263671875,0.53,0.58,
16:57:58,3036.869140625,100.0263671875,0.0,0.0,
16:57:59,3036.869140625,100.0263671875,0.0,0.0,
16:58:00,3036.869140625,100.0263671875,0.0,0.0,
16:58:02,3036.869140625,100.0263671875,0.0,0.0,
16:58:03,3036.982421875,100.1787109375,0.1,0.13,
