time,dalick,native,graphics,total
17:06:58,24284,16473,80512,205742,
17:06:59,24793,22505,83404,260278,
17:07:01,22376,22729,83060,259313,
17:07:03,21616,22505,83060,255586,
17:07:04,21616,22505,83060,255590,
17:07:06,21616,22485,83060,255542,
17:07:07,21076,22549,83060,253594,
17:07:09,29876,25843,87256,278600,
17:07:11,56356,26807,91456,315537,
17:07:13,49028,26827,91456,308185,
17:07:14,49096,26815,91456,308281,
17:07:16,49144,26815,91456,308309,
17:07:17,49156,26307,91456,307825,
17:07:20,52307,50471,186404,431139,
17:07:21,49335,51375,187116,429927,
17:07:23,49335,51591,187240,430307,
17:07:24,47447,51799,187340,428776,
17:07:26,47443,51855,187440,428930,
17:07:28,47443,51083,187508,428212,
17:07:29,47203,51343,187604,428292,
17:07:31,47319,51727,187700,428902,
17:07:32,47327,51883,187792,429154,
17:07:34,47327,51959,187792,429228,
17:07:35,47215,42315,187796,419464,
