time,dalick,native,graphics,total
17:13:08,20636,28289,125076,235977,
17:13:10,20648,28289,125076,235997,
17:13:11,20648,28289,125076,235997,
17:13:13,20648,28289,125076,236005,
17:13:14,20632,28289,125076,235973,
17:13:16,20644,28289,125076,235993,
