time,down,up,down_speed,up_speed
17:13:08,0.0,0.0,0.0,0.0,
17:13:09,0.0,0.0,0.0,0.0,
17:13:10,0.0,0.0,0.0,0.0,
17:13:11,0.0,0.0,0.0,0.0,
17:13:12,0.0,0.0,0.0,0.0,
17:13:14,0.0,0.0,0.0,0.0,
17:13:15,0.0,0.0,0.0,0.0,
17:13:16,0.0,0.0,0.0,0.0,
17:13:17,0.0,0.0,0.0,0.0,
